policy,path_id,training_seed,right_censored,clearance_weeks_observed,restricted_clearance_time_contribution,ending_outstanding_mass,terminal_correction,decision_clearance_terminal_residual,exit_channel_residual,clearance_observation_valid,restricted_clearance_time_residual,terminal_once_valid,status
Passive,test_010_613ab99db82c,,False,78,78,7.468517160829897e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Reactive,test_010_613ab99db82c,,False,79,79,5.158391172822506e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_010_613ab99db82c,,False,79,79,5.152110292831602e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_010_613ab99db82c,1409200687.0,False,79,79,5.246316649641289e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_010_613ab99db82c,3018804584.0,False,79,79,5.265957103788447e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_010_613ab99db82c,959653586.0,False,79,79,5.25872274235875e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_010_613ab99db82c,1694234878.0,False,79,79,4.971651090739263e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_010_613ab99db82c,1635820214.0,False,79,79,5.243551073331517e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_010_613ab99db82c,456241246.0,False,79,79,5.125785326188096e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_010_613ab99db82c,3760190062.0,False,78,78,7.469156513392957e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_010_613ab99db82c,3890281123.0,False,78,78,7.46892569528686e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_010_613ab99db82c,4226533458.0,False,78,78,7.469115646802426e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_010_613ab99db82c,301721597.0,False,78,78,7.469216403675506e-07,0.0,8.731149137020111e-11,0.0,True,0,True,PASS
Constrained SAC,test_010_613ab99db82c,554911178.0,False,78,78,7.469243937968398e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Constrained SAC,test_010_613ab99db82c,1600960620.0,False,78,78,7.469176377505299e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_010_613ab99db82c,301721597.0,False,79,79,5.248839770145352e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_010_613ab99db82c,554911178.0,False,79,79,5.26766419834366e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_010_613ab99db82c,1600960620.0,False,79,79,5.260321084240292e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Passive,test_011_8a2e74b38d5d,,False,78,78,8.290191628271597e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_011_8a2e74b38d5d,,False,79,79,6.495759043829751e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Projected stochastic MPC,test_011_8a2e74b38d5d,,False,79,79,6.53745783980405e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_011_8a2e74b38d5d,1409200687.0,False,79,79,6.648338232550975e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_011_8a2e74b38d5d,3018804584.0,False,79,79,6.671112545742156e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_011_8a2e74b38d5d,959653586.0,False,79,79,6.662783267874999e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_011_8a2e74b38d5d,1694234878.0,False,79,79,6.224107973301807e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_011_8a2e74b38d5d,1635820214.0,False,79,79,6.655837584430659e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_011_8a2e74b38d5d,456241246.0,False,79,79,6.467667931697883e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_011_8a2e74b38d5d,3760190062.0,False,78,78,8.289711852231576e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_011_8a2e74b38d5d,3890281123.0,False,78,78,8.289819714935686e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Vanilla SAC,test_011_8a2e74b38d5d,4226533458.0,False,78,78,8.289925166196313e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_011_8a2e74b38d5d,301721597.0,False,78,78,8.289646505179233e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_011_8a2e74b38d5d,554911178.0,False,78,78,8.290069345069419e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_011_8a2e74b38d5d,1600960620.0,False,78,78,8.289889794069845e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_011_8a2e74b38d5d,301721597.0,False,79,79,6.653958114614883e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_011_8a2e74b38d5d,554911178.0,False,79,79,6.678404524332353e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_011_8a2e74b38d5d,1600960620.0,False,79,79,6.667058191312435e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Passive,test_012_b6bdc05b20a7,,False,78,78,7.206973087735273e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_012_b6bdc05b20a7,,False,79,79,5.462347666310055e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_012_b6bdc05b20a7,,False,79,79,5.480354989757538e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_012_b6bdc05b20a7,1409200687.0,False,79,79,5.578733246573512e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_012_b6bdc05b20a7,3018804584.0,False,79,79,5.600424805659786e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_012_b6bdc05b20a7,959653586.0,False,79,79,5.592448111327437e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_012_b6bdc05b20a7,1694234878.0,False,79,79,5.280471949366558e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_012_b6bdc05b20a7,1635820214.0,False,79,79,5.603087455663254e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_012_b6bdc05b20a7,456241246.0,False,79,79,5.46492192688858e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_012_b6bdc05b20a7,3760190062.0,False,78,78,7.206731957853197e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_012_b6bdc05b20a7,3890281123.0,False,78,78,7.206750025188082e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_012_b6bdc05b20a7,4226533458.0,False,78,78,7.206841263834808e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_012_b6bdc05b20a7,301721597.0,False,78,78,7.206509886283115e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_012_b6bdc05b20a7,554911178.0,False,78,78,7.206877864321728e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_012_b6bdc05b20a7,1600960620.0,False,78,78,7.206731805213215e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_012_b6bdc05b20a7,301721597.0,False,79,79,5.584049274258609e-07,0.0,0.0,1.3642420526593924e-12,True,0,True,PASS
Model-guided constrained SAC,test_012_b6bdc05b20a7,554911178.0,False,79,79,5.605018045162542e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_012_b6bdc05b20a7,1600960620.0,False,79,79,5.594429552811797e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_013_040653995d85,,False,78,78,6.124905818146904e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_013_040653995d85,,False,79,79,4.953385084046646e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_013_040653995d85,,False,79,79,4.977300865180236e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_013_040653995d85,1409200687.0,False,79,79,5.081589460089559e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Behaviour cloning,test_013_040653995d85,3018804584.0,False,79,79,5.102052856848797e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Behaviour cloning,test_013_040653995d85,959653586.0,False,79,79,5.093041592962638e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_013_040653995d85,1694234878.0,False,79,79,4.74609508213245e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_013_040653995d85,1635820214.0,False,79,79,5.083467170127451e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_013_040653995d85,456241246.0,False,79,79,4.942375897902533e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_013_040653995d85,3760190062.0,False,78,78,6.124219309332311e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_013_040653995d85,3890281123.0,False,78,78,6.124342959815065e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_013_040653995d85,4226533458.0,False,78,78,6.12427865125168e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_013_040653995d85,301721597.0,False,78,78,6.124281255959918e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_013_040653995d85,554911178.0,False,78,78,6.124651655836677e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_013_040653995d85,1600960620.0,False,78,78,6.124583810287911e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_013_040653995d85,301721597.0,False,79,79,5.086246978561587e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_013_040653995d85,554911178.0,False,79,79,5.105939378765237e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_013_040653995d85,1600960620.0,False,79,79,5.096599132102168e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_014_f00647451070,,False,78,78,7.077688955883266e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Reactive,test_014_f00647451070,,False,79,79,5.22849589704919e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_014_f00647451070,,False,79,79,5.245339426808071e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_014_f00647451070,1409200687.0,False,79,79,5.330766474150952e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_014_f00647451070,3018804584.0,False,79,79,5.349624474557339e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_014_f00647451070,959653586.0,False,79,79,5.342074491554886e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_014_f00647451070,1694234878.0,False,79,79,5.041244613083165e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_014_f00647451070,1635820214.0,False,79,79,5.325591545784743e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_014_f00647451070,456241246.0,False,79,79,5.205639087994452e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_014_f00647451070,3760190062.0,False,78,78,7.076576247433138e-07,0.0,8.731149137020111e-11,0.0,True,0,True,PASS
Vanilla SAC,test_014_f00647451070,3890281123.0,False,78,78,7.076882552403442e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_014_f00647451070,4226533458.0,False,78,78,7.076816562695832e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_014_f00647451070,301721597.0,False,78,78,7.076875361881615e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_014_f00647451070,554911178.0,False,78,78,7.077274457848473e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_014_f00647451070,1600960620.0,False,78,78,7.077200251422678e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_014_f00647451070,301721597.0,False,79,79,5.33463814445167e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_014_f00647451070,554911178.0,False,79,79,5.354508395998046e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_014_f00647451070,1600960620.0,False,79,79,5.345320298867725e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Passive,test_015_643a837775f9,,False,78,78,7.02193063445898e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_015_643a837775f9,,False,79,79,5.610555521812837e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Projected stochastic MPC,test_015_643a837775f9,,False,79,79,5.629923938465666e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_015_643a837775f9,1409200687.0,False,79,79,5.695889198935539e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_015_643a837775f9,3018804584.0,False,79,79,5.716434044773887e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_015_643a837775f9,959653586.0,False,79,79,5.709048804775745e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_015_643a837775f9,1694234878.0,False,79,79,5.450921332297835e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_015_643a837775f9,1635820214.0,False,79,79,5.732983882809694e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_015_643a837775f9,456241246.0,False,79,79,5.619773303937134e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_015_643a837775f9,3760190062.0,False,78,78,7.021671703760896e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_015_643a837775f9,3890281123.0,False,78,78,7.021774380312825e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_015_643a837775f9,4226533458.0,False,78,78,7.021833710721009e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_015_643a837775f9,301721597.0,False,78,78,7.021583794256259e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_015_643a837775f9,554911178.0,False,78,78,7.02179965203779e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_015_643a837775f9,1600960620.0,False,78,78,7.021718184949641e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_015_643a837775f9,301721597.0,False,79,79,5.699913923759915e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_015_643a837775f9,554911178.0,False,79,79,5.719954540997596e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_015_643a837775f9,1600960620.0,False,79,79,5.712147252685632e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Passive,test_016_45a90ccef8bd,,False,78,78,7.036946345282313e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_016_45a90ccef8bd,,False,79,79,5.53223827954471e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_016_45a90ccef8bd,,False,79,79,5.560795960655571e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_016_45a90ccef8bd,1409200687.0,False,79,79,5.67080096025495e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_016_45a90ccef8bd,3018804584.0,False,79,79,5.695078456546981e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_016_45a90ccef8bd,959653586.0,False,79,79,5.686204549947631e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_016_45a90ccef8bd,1694234878.0,False,79,79,5.338116787971621e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_016_45a90ccef8bd,1635820214.0,False,79,79,5.70327382796633e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_016_45a90ccef8bd,456241246.0,False,79,79,5.547558735089064e-07,0.0,5.820766091346741e-11,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_016_45a90ccef8bd,3760190062.0,False,78,78,7.036626237778642e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_016_45a90ccef8bd,3890281123.0,False,78,78,7.036693859221391e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_016_45a90ccef8bd,4226533458.0,False,78,78,7.036818086185036e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_016_45a90ccef8bd,301721597.0,False,78,78,7.036511497497163e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_016_45a90ccef8bd,554911178.0,False,78,78,7.036884952205568e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_016_45a90ccef8bd,1600960620.0,False,78,78,7.036721303962911e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_016_45a90ccef8bd,301721597.0,False,79,79,5.676044415282915e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_016_45a90ccef8bd,554911178.0,False,79,79,5.699648333256308e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_016_45a90ccef8bd,1600960620.0,False,79,79,5.690170649135829e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Passive,test_017_ebd333a3cdba,,False,78,78,8.090455265970931e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_017_ebd333a3cdba,,False,79,79,6.113441307872711e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_017_ebd333a3cdba,,False,79,79,6.131000521447445e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_017_ebd333a3cdba,1409200687.0,False,79,79,6.208160829049414e-07,0.0,4.3655745685100555e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_017_ebd333a3cdba,3018804584.0,False,79,79,6.227704445831512e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_017_ebd333a3cdba,959653586.0,False,79,79,6.220288649989035e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_017_ebd333a3cdba,1694234878.0,False,79,79,5.870244302904533e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_017_ebd333a3cdba,1635820214.0,False,79,79,6.203684649721323e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_017_ebd333a3cdba,456241246.0,False,79,79,6.064294698744432e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_017_ebd333a3cdba,3760190062.0,False,78,78,8.090129113311765e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_017_ebd333a3cdba,3890281123.0,False,78,78,8.090153897058611e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_017_ebd333a3cdba,4226533458.0,False,78,78,8.090254085740037e-07,0.0,8.731149137020111e-11,0.0,True,0,True,PASS
Constrained SAC,test_017_ebd333a3cdba,301721597.0,False,78,78,8.089795828438291e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_017_ebd333a3cdba,554911178.0,False,78,78,8.090221925046584e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_017_ebd333a3cdba,1600960620.0,False,78,78,8.090067480409449e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_017_ebd333a3cdba,301721597.0,False,79,79,6.212800068007235e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_017_ebd333a3cdba,554911178.0,False,79,79,6.231511753356084e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_017_ebd333a3cdba,1600960620.0,False,79,79,6.223815336621163e-07,0.0,0.0,0.0,True,0,True,PASS
Passive,test_018_9466cee538c9,,False,78,78,6.828506151883756e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_018_9466cee538c9,,False,79,79,5.04312022872422e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_018_9466cee538c9,,False,79,79,5.048536599770645e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_018_9466cee538c9,1409200687.0,False,79,79,5.123273797478867e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_018_9466cee538c9,3018804584.0,False,79,79,5.142669373163847e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_018_9466cee538c9,959653586.0,False,79,79,5.135908667737374e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_018_9466cee538c9,1694234878.0,False,79,79,4.898712949665872e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_018_9466cee538c9,1635820214.0,False,79,79,5.145063524479005e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_018_9466cee538c9,456241246.0,False,79,79,5.042693766756272e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_018_9466cee538c9,3760190062.0,False,78,78,6.82826637074723e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_018_9466cee538c9,3890281123.0,False,78,78,6.828302662421924e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_018_9466cee538c9,4226533458.0,False,78,78,6.828424461379913e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_018_9466cee538c9,301721597.0,False,78,78,6.828050692570706e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_018_9466cee538c9,554911178.0,False,78,78,6.828391871470695e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_018_9466cee538c9,1600960620.0,False,78,78,6.828242807557925e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_018_9466cee538c9,301721597.0,False,79,79,5.127082357213975e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_018_9466cee538c9,554911178.0,False,79,79,5.145944431392482e-07,0.0,2.9103830456733704e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_018_9466cee538c9,1600960620.0,False,79,79,5.138867415462553e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Passive,test_019_9d2b7462a57a,,False,78,78,6.968176383416689e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
