policy,path_id,training_seed,right_censored,clearance_weeks_observed,restricted_clearance_time_contribution,ending_outstanding_mass,terminal_correction,decision_clearance_terminal_residual,exit_channel_residual,clearance_observation_valid,restricted_clearance_time_residual,terminal_once_valid,status
Behaviour cloning,test_042_a77d2ece213a,959653586.0,False,79,79,6.247393690377684e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_042_a77d2ece213a,1694234878.0,False,79,79,5.735022231798107e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_042_a77d2ece213a,1635820214.0,False,79,79,6.210222935551906e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_042_a77d2ece213a,456241246.0,False,79,79,6.000094092691323e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_042_a77d2ece213a,3760190062.0,False,78,78,7.68388569057156e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_042_a77d2ece213a,3890281123.0,False,78,78,7.683644738803579e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_042_a77d2ece213a,4226533458.0,False,78,78,7.683856912500198e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_042_a77d2ece213a,301721597.0,False,78,78,7.684057501125979e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_042_a77d2ece213a,554911178.0,False,78,78,7.684151287158078e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_042_a77d2ece213a,1600960620.0,False,78,78,7.684024015459509e-07,0.0,8.731149137020111e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_042_a77d2ece213a,301721597.0,False,79,79,6.240430365043359e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_042_a77d2ece213a,554911178.0,False,79,79,6.262294116421358e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_042_a77d2ece213a,1600960620.0,False,79,79,6.252474149950365e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_043_f1174106175c,,False,78,78,5.658714453084486e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Reactive,test_043_f1174106175c,,False,79,79,4.869144078330714e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_043_f1174106175c,,False,79,79,4.884621230801579e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_043_f1174106175c,1409200687.0,False,79,79,4.951132417865044e-07,0.0,4.3655745685100555e-11,0.0,True,0,True,PASS
Behaviour cloning,test_043_f1174106175c,3018804584.0,False,79,79,4.969656306419757e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_043_f1174106175c,959653586.0,False,79,79,4.962081611000875e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_043_f1174106175c,1694234878.0,False,79,79,4.718719510259376e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_043_f1174106175c,1635820214.0,False,79,79,4.981554365530934e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_043_f1174106175c,456241246.0,False,79,79,4.877799541465444e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_043_f1174106175c,3760190062.0,False,78,78,5.65825675704063e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_043_f1174106175c,3890281123.0,False,78,78,5.658434366033773e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_043_f1174106175c,4226533458.0,False,78,78,5.658402571194826e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_043_f1174106175c,301721597.0,False,78,78,5.65831325405281e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_043_f1174106175c,554911178.0,False,78,78,5.658530657158027e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_043_f1174106175c,1600960620.0,False,78,78,5.658470316791605e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_043_f1174106175c,301721597.0,False,79,79,4.955198192700233e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_043_f1174106175c,554911178.0,False,79,79,4.973052620113292e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_043_f1174106175c,1600960620.0,False,79,79,4.965247829612781e-07,0.0,2.9103830456733704e-11,4.547473508864641e-13,True,0,True,PASS
Passive,test_044_ed401c94714a,,False,78,78,7.969506216338734e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_044_ed401c94714a,,False,79,79,6.438892866845235e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_044_ed401c94714a,,False,79,79,6.491289900047337e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_044_ed401c94714a,1409200687.0,False,79,79,6.599854905330949e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_044_ed401c94714a,3018804584.0,False,79,79,6.620390974680893e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_044_ed401c94714a,959653586.0,False,79,79,6.611912549108595e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_044_ed401c94714a,1694234878.0,False,79,79,6.132687139593328e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_044_ed401c94714a,1635820214.0,False,79,79,6.577998351568555e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_044_ed401c94714a,456241246.0,False,79,79,6.388762756385873e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_044_ed401c94714a,3760190062.0,False,78,78,7.968998361970395e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_044_ed401c94714a,3890281123.0,False,78,78,7.969103246892168e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_044_ed401c94714a,4226533458.0,False,78,78,7.969046833077505e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_044_ed401c94714a,301721597.0,False,78,78,7.969326425441555e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_044_ed401c94714a,554911178.0,False,78,78,7.969583249991718e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_044_ed401c94714a,1600960620.0,False,78,78,7.969513948226969e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_044_ed401c94714a,301721597.0,False,79,79,6.605822478914204e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_044_ed401c94714a,554911178.0,False,79,79,6.625309896275687e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_044_ed401c94714a,1600960620.0,False,79,79,6.616546014309768e-07,0.0,0.0,0.0,True,0,True,PASS
Passive,test_045_af7d3f616c1d,,False,78,78,7.651792119094162e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Reactive,test_045_af7d3f616c1d,,False,79,79,5.94403660041166e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_045_af7d3f616c1d,,False,79,79,5.961204284084802e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_045_af7d3f616c1d,1409200687.0,False,79,79,6.065275809285255e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_045_af7d3f616c1d,3018804584.0,False,79,79,6.087618635838565e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_045_af7d3f616c1d,959653586.0,False,79,79,6.07825167187639e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_045_af7d3f616c1d,1694234878.0,False,79,79,5.702678305639796e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_045_af7d3f616c1d,1635820214.0,False,79,79,6.07279322605632e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_045_af7d3f616c1d,456241246.0,False,79,79,5.915477240074823e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_045_af7d3f616c1d,3760190062.0,False,78,78,7.651555349656611e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_045_af7d3f616c1d,3890281123.0,False,78,78,7.651562179770505e-07,0.0,5.820766091346741e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_045_af7d3f616c1d,4226533458.0,False,78,78,7.651704688754236e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_045_af7d3f616c1d,301721597.0,False,78,78,7.651318603699285e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_045_af7d3f616c1d,554911178.0,False,78,78,7.651723929479666e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_045_af7d3f616c1d,1600960620.0,False,78,78,7.651535335437731e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_045_af7d3f616c1d,301721597.0,False,79,79,6.070517437416742e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_045_af7d3f616c1d,554911178.0,False,79,79,6.092274517481058e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_045_af7d3f616c1d,1600960620.0,False,79,79,6.082388890510622e-07,0.0,0.0,0.0,True,0,True,PASS
Passive,test_046_e35b743e6617,,False,78,78,8.222918164874447e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_046_e35b743e6617,,False,79,79,6.3269802528973e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_046_e35b743e6617,,False,79,79,6.341882670589544e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_046_e35b743e6617,1409200687.0,False,79,79,6.443774858129707e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_046_e35b743e6617,3018804584.0,False,79,79,6.465376743215032e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_046_e35b743e6617,959653586.0,False,79,79,6.4568449392769e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_046_e35b743e6617,1694234878.0,False,79,79,6.050833549414436e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_046_e35b743e6617,1635820214.0,False,79,79,6.438385292986231e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_046_e35b743e6617,456241246.0,False,79,79,6.272445001077536e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_046_e35b743e6617,3760190062.0,False,78,78,8.22263052914995e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_046_e35b743e6617,3890281123.0,False,78,78,8.222651672370161e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_046_e35b743e6617,4226533458.0,False,78,78,8.222841327093493e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_046_e35b743e6617,301721597.0,False,78,78,8.222482117696586e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_046_e35b743e6617,554911178.0,False,78,78,8.222953235253129e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_046_e35b743e6617,1600960620.0,False,78,78,8.222706320400142e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_046_e35b743e6617,301721597.0,False,79,79,6.449038074586337e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_046_e35b743e6617,554911178.0,False,79,79,6.470181465093799e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_046_e35b743e6617,1600960620.0,False,79,79,6.46104540157802e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Passive,test_047_20c1f89391c1,,False,78,78,7.781224956898692e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_047_20c1f89391c1,,False,79,79,6.321600491611357e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
Projected stochastic MPC,test_047_20c1f89391c1,,False,79,79,6.352137153059315e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_047_20c1f89391c1,1409200687.0,False,79,79,6.484670246978952e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_047_20c1f89391c1,3018804584.0,False,79,79,6.507828578865296e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_047_20c1f89391c1,959653586.0,False,79,79,6.498732740725548e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_047_20c1f89391c1,1694234878.0,False,79,79,6.0198140721852e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_047_20c1f89391c1,1635820214.0,False,79,79,6.48694276483104e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_047_20c1f89391c1,456241246.0,False,79,79,6.287867995926873e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_047_20c1f89391c1,3760190062.0,False,78,78,7.780875470504232e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_047_20c1f89391c1,3890281123.0,False,78,78,7.780965390208352e-07,0.0,5.820766091346741e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_047_20c1f89391c1,4226533458.0,False,78,78,7.781059790595892e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_047_20c1f89391c1,301721597.0,False,78,78,7.780783563407354e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_047_20c1f89391c1,554911178.0,False,78,78,7.781191712563497e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_047_20c1f89391c1,1600960620.0,False,78,78,7.781009028654225e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_047_20c1f89391c1,301721597.0,False,79,79,6.490597406483928e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_047_20c1f89391c1,554911178.0,False,79,79,6.513366135689844e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_047_20c1f89391c1,1600960620.0,False,79,79,6.503873776820593e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Passive,test_048_eeaf6a6a0a15,,False,78,78,7.886315519641247e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Reactive,test_048_eeaf6a6a0a15,,False,79,79,6.224102179705678e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_048_eeaf6a6a0a15,,False,79,79,6.268229759264866e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_048_eeaf6a6a0a15,1409200687.0,False,79,79,6.363886487885877e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_048_eeaf6a6a0a15,3018804584.0,False,79,79,6.384527595976068e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_048_eeaf6a6a0a15,959653586.0,False,79,79,6.376414915524103e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_048_eeaf6a6a0a15,1694234878.0,False,79,79,5.960304576628265e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_048_eeaf6a6a0a15,1635820214.0,False,79,79,6.3610011143244e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_048_eeaf6a6a0a15,456241246.0,False,79,79,6.191767155955674e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_048_eeaf6a6a0a15,3760190062.0,False,78,78,7.885443846516339e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_048_eeaf6a6a0a15,3890281123.0,False,78,78,7.885576044242364e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_048_eeaf6a6a0a15,4226533458.0,False,78,78,7.885484058146635e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_048_eeaf6a6a0a15,301721597.0,False,78,78,7.885448573493626e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_048_eeaf6a6a0a15,554911178.0,False,78,78,7.885897483654052e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_048_eeaf6a6a0a15,1600960620.0,False,78,78,7.88573758062763e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_048_eeaf6a6a0a15,301721597.0,False,79,79,6.368633175306252e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_048_eeaf6a6a0a15,554911178.0,False,79,79,6.388832102344672e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_048_eeaf6a6a0a15,1600960620.0,False,79,79,6.38039192027519e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Passive,test_049_343da3774e7e,,False,78,78,5.56784382820161e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Reactive,test_049_343da3774e7e,,False,79,79,4.343144683493382e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_049_343da3774e7e,,False,79,79,4.341861834087857e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_049_343da3774e7e,1409200687.0,False,79,79,4.443658627682653e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_049_343da3774e7e,3018804584.0,False,79,79,4.464446301142146e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_049_343da3774e7e,959653586.0,False,79,79,4.4555049164665756e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_049_343da3774e7e,1694234878.0,False,78,78,9.894511658253557e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_049_343da3774e7e,1635820214.0,False,79,79,4.467894364458481e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_049_343da3774e7e,456241246.0,False,79,79,4.356648277445398e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_049_343da3774e7e,3760190062.0,False,78,78,5.567572056668452e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_049_343da3774e7e,3890281123.0,False,78,78,5.567637783839549e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_049_343da3774e7e,4226533458.0,False,78,78,5.567701431015742e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_049_343da3774e7e,301721597.0,False,78,78,5.567551441496137e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_049_343da3774e7e,554911178.0,False,78,78,5.567847047763952e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_049_343da3774e7e,1600960620.0,False,78,78,5.567730419641935e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_049_343da3774e7e,301721597.0,False,79,79,4.446136963330733e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_049_343da3774e7e,554911178.0,False,79,79,4.466223887234656e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_049_343da3774e7e,1600960620.0,False,79,79,4.457066019805629e-07,0.0,0.0,0.0,True,0,True,PASS
Passive,test_050_1c7612d8bc63,,False,78,78,7.54471144488972e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_050_1c7612d8bc63,,False,79,79,6.206780481936617e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_050_1c7612d8bc63,,False,79,79,6.243385031169016e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_050_1c7612d8bc63,1409200687.0,False,79,79,6.352855935350712e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_050_1c7612d8bc63,3018804584.0,False,79,79,6.372877021370106e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_050_1c7612d8bc63,959653586.0,False,79,79,6.363844218235776e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_050_1c7612d8bc63,1694234878.0,False,79,79,5.869415812476809e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_050_1c7612d8bc63,1635820214.0,False,79,79,6.323779963369949e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_050_1c7612d8bc63,456241246.0,False,79,79,6.129698109010328e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_050_1c7612d8bc63,3760190062.0,False,78,78,7.544145378557996e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_050_1c7612d8bc63,3890281123.0,False,78,78,7.544265193270031e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_050_1c7612d8bc63,4226533458.0,False,78,78,7.544254979587837e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_050_1c7612d8bc63,301721597.0,False,78,78,7.544130621593306e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_050_1c7612d8bc63,554911178.0,False,78,78,7.544598253319094e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_050_1c7612d8bc63,1600960620.0,False,78,78,7.54445445180674e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_050_1c7612d8bc63,301721597.0,False,79,79,6.35569040089434e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_050_1c7612d8bc63,554911178.0,False,79,79,6.374819559328752e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_050_1c7612d8bc63,1600960620.0,False,79,79,6.365339472317191e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_051_5747c87e6d9a,,False,78,78,6.878203878688033e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Reactive,test_051_5747c87e6d9a,,False,79,79,4.69012333078549e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_051_5747c87e6d9a,,False,79,79,4.6823412786065005e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_051_5747c87e6d9a,1409200687.0,False,79,79,4.789459117100571e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_051_5747c87e6d9a,3018804584.0,False,79,79,4.811355492563014e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_051_5747c87e6d9a,959653586.0,False,79,79,4.803426365796704e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_051_5747c87e6d9a,1694234878.0,False,79,79,4.53853353004115e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_051_5747c87e6d9a,1635820214.0,False,79,79,4.805112051590571e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_051_5747c87e6d9a,456241246.0,False,79,79,4.690114354494326e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_051_5747c87e6d9a,3760190062.0,False,78,78,6.878476721728995e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_051_5747c87e6d9a,3890281123.0,False,78,78,6.878336846102768e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_051_5747c87e6d9a,4226533458.0,False,78,78,6.878622778340343e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_051_5747c87e6d9a,301721597.0,False,78,78,6.877839348918562e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_051_5747c87e6d9a,554911178.0,False,78,78,6.87834057114687e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_051_5747c87e6d9a,1600960620.0,False,78,78,6.878074979859948e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_051_5747c87e6d9a,301721597.0,False,79,79,4.795869846340299e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_051_5747c87e6d9a,554911178.0,False,79,79,4.817169776475335e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_051_5747c87e6d9a,1600960620.0,False,79,79,4.809220660948807e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Passive,test_052_9760565f31de,,False,78,78,6.203046829686883e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_052_9760565f31de,,False,79,79,5.05053945039698e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_052_9760565f31de,,False,79,79,5.074190605310328e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_052_9760565f31de,1409200687.0,False,79,79,5.162067895242231e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_052_9760565f31de,3018804584.0,False,79,79,5.182076893097085e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_052_9760565f31de,959653586.0,False,79,79,5.173968777111913e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_052_9760565f31de,1694234878.0,False,79,79,4.88143076883286e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_052_9760565f31de,1635820214.0,False,79,79,5.184454950426711e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_052_9760565f31de,456241246.0,False,79,79,5.060442515246889e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_052_9760565f31de,3760190062.0,False,78,78,6.202435613247848e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_052_9760565f31de,3890281123.0,False,78,78,6.202585208666185e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_052_9760565f31de,4226533458.0,False,78,78,6.202601075481393e-07,0.0,0.0,0.0,True,0,True,PASS
