policy,path_id,training_seed,total_operational_objective,loss_queue,loss_waiting,loss_exit,loss_overflow,loss_route_resource,loss_action,terminal_correction,recalculated_component_sum,absolute_reconciliation_error,relative_reconciliation_error,route_resource_cost_present,tolerance,status
PPO,test_067_4d46fa716471,1635820214.0,153291.75815341264,7832.50807209076,134838.53881405026,5411.244830321213,2972.404912972308,1128.827164874357,1108.234359103801,0.0,153291.7581534127,5.820766091346741e-11,3.797181375871092e-16,True,1e-06,PASS
PPO,test_067_4d46fa716471,456241246.0,179398.26128926635,7559.483301191536,160515.85351978726,6475.606462543285,2845.8694075907238,1055.1201214824916,946.3284766710397,0.0,179398.26128926632,2.9103830456733704e-11,1.622302816514255e-16,True,1e-06,PASS
Vanilla SAC,test_067_4d46fa716471,3760190062.0,279008.8961148847,6468.684334454271,258291.5621571994,11043.31608667007,2426.780459937604,774.9670865637265,3.5859900596303738,0.0,279008.8961148847,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_067_4d46fa716471,3890281123.0,279039.3175018436,6468.706733807188,258321.38672054213,11044.722349677886,2426.8180555047934,774.9929785840094,2.6906637274478515,0.0,279039.3175018435,1.1641532182693481e-10,4.172004249048726e-16,True,1e-06,PASS
Vanilla SAC,test_067_4d46fa716471,4226533458.0,279012.1378103135,6468.45669890002,258294.0197414609,11043.444136365548,2426.649843301135,774.9646577952999,4.602732490645085,0.0,279012.1378103136,1.1641532182693481e-10,4.172410660717557e-16,True,1e-06,PASS
Constrained SAC,test_067_4d46fa716471,301721597.0,279033.013788784,6469.187760718057,258313.38141075065,11044.356608158194,2426.959002500992,774.9969658731511,4.132040782863862,0.0,279033.013788784,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_067_4d46fa716471,554911178.0,279035.57561874035,6468.837933305879,258316.7019303788,11044.481545842957,2426.842896003658,775.0010978845365,3.710215324638876,0.0,279035.5756187405,1.7462298274040222e-10,6.258090293798163e-16,True,1e-06,PASS
Constrained SAC,test_067_4d46fa716471,1600960620.0,279047.3623694141,6469.003706835864,258328.7216140331,11045.04832330332,2426.8915197358237,775.0139633083918,2.6832421976669814,0.0,279047.3623694142,5.820766091346741e-11,2.0859419855905953e-16,True,1e-06,PASS
Model-guided constrained SAC,test_067_4d46fa716471,301721597.0,118429.7750021622,8306.84154406648,100656.18942918432,4048.734159143406,3189.4428633750235,1260.0724267173475,968.4945796755974,0.0,118429.77500216218,2.9103830456733704e-11,2.457475787334929e-16,True,1e-06,PASS
Model-guided constrained SAC,test_067_4d46fa716471,554911178.0,121617.67757575292,8265.875127818847,103829.75043005229,4168.0983179875,3165.2669259906484,1252.3379760963714,936.3487978073646,0.0,121617.67757575303,1.0186340659856796e-10,8.375707267976691e-16,True,1e-06,PASS
Model-guided constrained SAC,test_067_4d46fa716471,1600960620.0,120285.028323893,8255.998197222172,102586.38084051466,4121.704135656412,3164.3228826884897,1249.5947952709391,907.0274725403832,0.0,120285.02832389306,5.820766091346741e-11,4.839144299549143e-16,True,1e-06,PASS
Passive,test_068_93da1d4ae1ba,,299626.62345170847,7271.599840998405,276763.4399726283,11833.519916153042,2898.014895026794,860.048826901792,0.0,0.0,299626.62345170835,1.1641532182693481e-10,3.885346384971619e-16,True,1e-06,PASS
Reactive,test_068_93da1d4ae1ba,,108130.01271616713,8512.57609005225,90769.95795247763,3654.380547051875,3169.1463742214914,1384.1384684093207,639.813283954484,0.0,108130.01271616705,7.275957614183426e-11,6.728897399912685e-16,True,1e-06,PASS
Projected stochastic MPC,test_068_93da1d4ae1ba,,118238.71338237885,10039.732214365393,98318.5800304104,3979.486498348783,4426.499054549606,1474.4155847047082,0.0,0.0,118238.71338237889,4.3655745685100555e-11,3.692170223801385e-16,True,1e-06,PASS
Behaviour cloning,test_068_93da1d4ae1ba,1409200687.0,122708.3420299291,9220.694504330651,103004.59512408511,4128.201668913572,3748.9248857479033,1403.568634625403,1202.3572122264015,0.0,122708.34202992904,5.820766091346741e-11,4.743578142329582e-16,True,1e-06,PASS
Behaviour cloning,test_068_93da1d4ae1ba,3018804584.0,125942.95558945955,9200.233291265986,106186.0314243654,4247.932587636356,3739.699956901064,1398.571567721067,1170.4867615697294,0.0,125942.95558945961,5.820766091346741e-11,4.621748047839124e-16,True,1e-06,PASS
Behaviour cloning,test_068_93da1d4ae1ba,959653586.0,124661.55955754948,9191.136388388168,105001.56502428369,4202.854243987004,3732.800219972456,1395.693234761082,1137.510446157078,0.0,124661.55955754948,0.0,0.0,True,1e-06,PASS
PPO,test_068_93da1d4ae1ba,1694234878.0,206266.79690143984,8151.286830016175,185234.05161844785,7473.448936826863,3200.2666187589657,1126.9826820303967,1080.7602153596115,0.0,206266.79690143987,2.9103830456733704e-11,1.4109799004946173e-16,True,1e-06,PASS
PPO,test_068_93da1d4ae1ba,1635820214.0,160588.77758170557,8773.05721556496,140308.4680841143,5607.76572717839,3520.884090280227,1278.1152444040354,1100.4872201635394,0.0,160588.77758170548,8.731149137020111e-11,5.436960956115262e-16,True,1e-06,PASS
PPO,test_068_93da1d4ae1ba,456241246.0,188997.1467130685,8484.620901795042,168241.70044005156,6762.445909329865,3390.091755250293,1195.9978787392204,922.2898279025268,0.0,188997.14671306853,2.9103830456733704e-11,1.5399084569736138e-16,True,1e-06,PASS
Vanilla SAC,test_068_93da1d4ae1ba,3760190062.0,299577.8118581974,7272.410936551247,276712.79603309376,11831.053044280918,2898.4071665680626,860.0702393086245,3.0744383947494818,0.0,299577.8118581973,5.820766091346741e-11,1.942989721182005e-16,True,1e-06,PASS
Vanilla SAC,test_068_93da1d4ae1ba,3890281123.0,299594.7312636553,7272.164935754694,276730.02608257893,11831.889791726637,2898.2728339170485,860.0667706686488,2.3108490092406755,0.0,299594.73126365524,5.820766091346741e-11,1.942879992179914e-16,True,1e-06,PASS
Vanilla SAC,test_068_93da1d4ae1ba,4226533458.0,299577.17201813875,7272.117635934011,276711.75591773924,11831.026129437874,2898.221946801705,860.0567626413273,3.993625584504497,0.0,299577.17201813875,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_068_93da1d4ae1ba,301721597.0,299607.27918644645,7273.119941738953,276739.2587615441,11832.267596416965,2898.893482989874,860.1270035947988,3.612400161695173,0.0,299607.2791864464,5.820766091346741e-11,1.9427986219668786e-16,True,1e-06,PASS
Constrained SAC,test_068_93da1d4ae1ba,554911178.0,299597.60973723175,7272.486686455573,276731.45881729893,11831.921015553997,2898.4395899904,860.0935834012988,3.2100445315226773,0.0,299597.6097372317,5.820766091346741e-11,1.9428613253797197e-16,True,1e-06,PASS
Constrained SAC,test_068_93da1d4ae1ba,1600960620.0,299608.7434552631,7272.660644038671,276742.6582803367,11832.440043675644,2898.573670100706,860.1097491316782,2.301067979538156,0.0,299608.743455263,1.1641532182693481e-10,3.885578253971006e-16,True,1e-06,PASS
Model-guided constrained SAC,test_068_93da1d4ae1ba,301721597.0,123425.24256190064,9238.919048883412,103895.41770092794,4157.8668750140905,3753.176615345607,1417.552516337143,962.3098053924252,0.0,123425.24256190062,1.4551915228366852e-11,1.1790064111941062e-16,True,1e-06,PASS
Model-guided constrained SAC,test_068_93da1d4ae1ba,554911178.0,126541.24283243496,9195.410957094424,107005.8660198141,4273.470716940566,3723.8995920245966,1409.6007998015475,932.9947467597424,0.0,126541.24283243496,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_068_93da1d4ae1ba,1600960620.0,125207.54556225924,9187.707579176797,105765.60137957188,4226.809104599913,3718.219260746181,1406.947617922459,902.2606202420318,0.0,125207.54556225926,1.4551915228366852e-11,1.162223503625102e-16,True,1e-06,PASS
Passive,test_069_5b01ea54b2fa,,282004.3038985511,6505.730576307827,261071.8195391508,11162.596050943612,2487.5701515391115,776.587580609671,0.0,0.0,282004.303898551,1.1641532182693481e-10,4.128139897780225e-16,True,1e-06,PASS
Reactive,test_069_5b01ea54b2fa,,92360.38173522153,7775.15787153351,76898.59953676027,3071.344482422856,2706.258831519032,1306.8720671274184,602.1489458583846,0.0,92360.38173522147,5.820766091346741e-11,6.302232604488033e-16,True,1e-06,PASS
Projected stochastic MPC,test_069_5b01ea54b2fa,,100908.86074608928,9178.453885703995,83172.97512483482,3344.940489999852,3833.1372536441513,1379.353991906467,0.0,0.0,100908.86074608928,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_069_5b01ea54b2fa,1409200687.0,105456.69038581774,8399.871497060929,87837.22778991879,3489.8087163048585,3215.0577962620937,1309.1467655124927,1205.577820758543,0.0,105456.6903858177,4.3655745685100555e-11,4.1396847867483963e-16,True,1e-06,PASS
Behaviour cloning,test_069_5b01ea54b2fa,3018804584.0,108255.68527339988,8382.30466514536,90599.23709805004,3591.3877568389944,3204.856811797387,1305.690627576016,1172.2083139920771,0.0,108255.68527339988,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_069_5b01ea54b2fa,959653586.0,107175.16718844455,8370.002874917724,89610.39734758234,3554.65401777719,3197.689252626402,1302.1123297651202,1140.3113657757467,0.0,107175.16718844454,1.4551915228366852e-11,1.3577693051582022e-16,True,1e-06,PASS
PPO,test_069_5b01ea54b2fa,1694234878.0,185886.14864966317,7376.412628495852,166933.8081069542,6719.3500459500165,2725.3177661809304,1044.584179200548,1086.6759228814587,0.0,185886.14864966302,1.4551915228366852e-10,7.828402134358396e-16,True,1e-06,PASS
PPO,test_069_5b01ea54b2fa,1635820214.0,143488.93957529153,7946.737481762907,125272.28617637182,4986.023870993077,2995.767120882279,1183.7607152222388,1104.3642100592235,0.0,143488.9395752916,5.820766091346741e-11,4.0565956571812754e-16,True,1e-06,PASS
PPO,test_069_5b01ea54b2fa,456241246.0,169512.61557975243,7683.97029175502,150862.77248874324,6045.167278364766,2877.884305549001,1109.2581446824595,933.5630706578806,0.0,169512.61557975234,8.731149137020111e-11,5.150737074735463e-16,True,1e-06,PASS
Vanilla SAC,test_069_5b01ea54b2fa,3760190062.0,281953.7693463369,6506.309683970983,261019.8750157909,11160.018571473369,2487.630878632217,776.6245839421991,3.3106125272680096,0.0,281953.76934633683,5.820766091346741e-11,2.0644398919869817e-16,True,1e-06,PASS
Vanilla SAC,test_069_5b01ea54b2fa,3890281123.0,281971.7780117012,6506.161119674472,261038.0030802605,11160.91025746439,2487.601652552284,776.6175331903735,2.4843685591947198,0.0,281971.7780117012,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_069_5b01ea54b2fa,4226533458.0,281952.65628241946,6505.999347929654,261018.35813303705,11159.97427878282,2487.454483930022,776.6099320447394,4.260106695316374,0.0,281952.65628241963,1.7462298274040222e-10,6.193344125316206e-16,True,1e-06,PASS
Constrained SAC,test_069_5b01ea54b2fa,301721597.0,281984.43368515075,6506.977160884534,261047.6981265936,11161.307846539232,2487.9579361260585,776.6705062757997,3.8221087315027247,0.0,281984.4336851507,5.820766091346741e-11,2.0642153948986799e-16,True,1e-06,PASS
Constrained SAC,test_069_5b01ea54b2fa,554911178.0,281973.65960276726,6506.4314205268365,261038.5892614652,11160.900416231514,2487.6706129864947,776.6395342388186,3.428357318424396,0.0,281973.6596027674,1.1641532182693481e-10,4.128588535217646e-16,True,1e-06,PASS
Constrained SAC,test_069_5b01ea54b2fa,1600960620.0,281985.08077351266,6506.599767239631,261050.152066798,11161.441462572013,2487.761744271906,776.652466944725,2.473265686389316,0.0,281985.08077351266,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_069_5b01ea54b2fa,301721597.0,106084.20241945377,8431.338247039545,88610.35467511245,3516.037858176338,3237.943039373449,1323.1940122545716,965.3345874974394,0.0,106084.2024194538,2.9103830456733704e-11,2.7434650770769835e-16,True,1e-06,PASS
Model-guided constrained SAC,test_069_5b01ea54b2fa,554911178.0,108764.54515541416,8391.851656462395,91298.2670925525,3613.463244275671,3209.7038101270923,1316.9477563213395,934.311595675136,0.0,108764.54515541415,1.4551915228366852e-11,1.3379282014716793e-16,True,1e-06,PASS
Model-guided constrained SAC,test_069_5b01ea54b2fa,1600960620.0,107626.36175353984,8381.669366910204,90247.758360425,3575.043944837986,3203.5046265544624,1313.6208137830213,904.7646410291308,0.0,107626.36175353982,1.4551915228366852e-11,1.352077222650169e-16,True,1e-06,PASS
Passive,test_070_0cd9bcac96c3,,296708.2116511334,7253.543952439079,273987.42963568994,11714.826525862136,2902.035788440368,850.3757487018149,0.0,0.0,296708.2116511334,0.0,0.0,True,1e-06,PASS
Reactive,test_070_0cd9bcac96c3,,103447.69630059344,8479.737994847821,86298.8306229002,3465.7083029263463,3180.699231118409,1387.9302661685458,634.7898826321481,0.0,103447.69630059348,4.3655745685100555e-11,4.2200790589137674e-16,True,1e-06,PASS
Projected stochastic MPC,test_070_0cd9bcac96c3,,113817.8169590169,9962.11106930347,94186.7291329167,3804.700138722158,4389.861016795722,1474.415601278796,0.0,0.0,113817.81695901685,4.3655745685100555e-11,3.8355810058121177e-16,True,1e-06,PASS
Behaviour cloning,test_070_0cd9bcac96c3,1409200687.0,118290.33859906008,9161.025102123183,98830.1347878948,3953.2704016265816,3738.468506108297,1404.67928288557,1202.7605184216025,0.0,118290.33859906004,4.3655745685100555e-11,3.6905588573103836e-16,True,1e-06,PASS
Behaviour cloning,test_070_0cd9bcac96c3,3018804584.0,121703.56036223393,9146.082096060289,102173.86423423624,4078.976553661464,3734.862550971043,1399.0756261551537,1170.6993011497025,0.0,121703.56036223388,4.3655745685100555e-11,3.587055757051415e-16,True,1e-06,PASS
Behaviour cloning,test_070_0cd9bcac96c3,959653586.0,120369.535087448,9129.212035651755,100952.23456270844,4033.029648073517,3720.2551262359552,1396.8192946512222,1137.9844201271203,0.0,120369.535087448,0.0,0.0,True,1e-06,PASS
PPO,test_070_0cd9bcac96c3,1694234878.0,202470.00189855555,8110.58498746634,181619.160048552,7322.4617443531215,3209.831354737702,1125.9589122257714,1082.0048512206524,0.0,202470.00189855555,0.0,0.0,True,1e-06,PASS
PPO,test_070_0cd9bcac96c3,1635820214.0,157699.58019215183,8719.364277000588,137581.33245080922,5497.513550936435,3525.715463724625,1274.3259517507838,1101.328497930255,0.0,157699.58019215195,1.1641532182693481e-10,7.382094593091911e-16,True,1e-06,PASS
PPO,test_070_0cd9bcac96c3,456241246.0,185167.9072196617,8444.071506280146,164591.14954665164,6612.134179279198,3401.439723805928,1194.835802427406,924.2764612173708,0.0,185167.90721966172,2.9103830456733704e-11,1.571753490857803e-16,True,1e-06,PASS
Vanilla SAC,test_070_0cd9bcac96c3,3760190062.0,296658.1863128705,7254.435883442712,273934.7998838919,11712.25169033671,2902.966874843929,850.4026602268857,3.329320128283539,0.0,296658.1863128704,5.820766091346741e-11,1.962112073727799e-16,True,1e-06,PASS
Vanilla SAC,test_070_0cd9bcac96c3,3890281123.0,296675.8930037132,7254.183825400791,273953.0251183711,11713.137729569266,2902.657886722423,850.3989028675575,2.4895407821545112,0.0,296675.89300371334,1.1641532182693481e-10,3.9239899355583215e-16,True,1e-06,PASS
Vanilla SAC,test_070_0cd9bcac96c3,4226533458.0,296657.75644119736,7254.171869334814,273933.96813028224,11712.235628660734,2902.717748545925,850.3881653743567,4.274898999383109,0.0,296657.7564411974,5.820766091346741e-11,1.9621149169246537e-16,True,1e-06,PASS
Constrained SAC,test_070_0cd9bcac96c3,301721597.0,296688.8064851278,7255.08198270445,273962.4517943367,11713.519223686417,2903.427763208822,850.4593796178888,3.866341573500685,0.0,296688.8064851278,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_070_0cd9bcac96c3,554911178.0,296679.81811358203,7254.521855234543,273955.31567287503,11713.203584477684,2902.907763371264,850.4297763889283,3.439461234530482,0.0,296679.8181135819,1.1641532182693481e-10,3.923938020696977e-16,True,1e-06,PASS
Constrained SAC,test_070_0cd9bcac96c3,1600960620.0,296689.6333370955,7254.636581361608,273965.4081596178,11713.674988374192,2902.98355394903,850.4423234919058,2.487730300887443,0.0,296689.6333370954,1.1641532182693481e-10,3.923808207166612e-16,True,1e-06,PASS
Model-guided constrained SAC,test_070_0cd9bcac96c3,301721597.0,118958.55271759642,9197.09442822438,99634.32124977517,3981.971742786851,3764.579023748268,1417.7691778212045,962.817095240589,0.0,118958.55271759647,4.3655745685100555e-11,3.669828245871301e-16,True,1e-06,PASS
Model-guided constrained SAC,test_070_0cd9bcac96c3,554911178.0,122269.99027458495,9154.842943307423,102931.41753538554,4104.369924671789,3736.847076575608,1409.4096247484806,933.1031698961089,0.0,122269.99027458495,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_070_0cd9bcac96c3,1600960620.0,120852.45013187383,9145.569370300129,101612.1044468768,4055.2211857645993,3730.156930970985,1406.8956320407258,902.502565920634,0.0,120852.45013187388,4.3655745685100555e-11,3.6123178005463303e-16,True,1e-06,PASS
Passive,test_071_34f77888383f,,261801.6300387809,5722.444478352395,243024.38000508773,10390.9449802962,1959.2990535110396,704.5615215335366,0.0,0.0,261801.6300387809,0.0,0.0,True,1e-06,PASS
Reactive,test_071_34f77888383f,,92836.92559258392,7081.058055822584,78631.27947956402,3166.882188361662,2325.409322378864,1122.8769804297335,509.4195660270388,0.0,92836.9255925839,2.9103830456733704e-11,3.1349412177279813e-16,True,1e-06,PASS
Projected stochastic MPC,test_071_34f77888383f,,100585.51352905433,8249.254614165624,84454.67453661101,3425.018896604237,3232.891867857228,1223.6736138162248,0.0,0.0,100585.51352905431,1.4551915228366852e-11,1.4467207769599448e-16,True,1e-06,PASS
Behaviour cloning,test_071_34f77888383f,1409200687.0,106764.7838831668,7483.502720358226,90588.07449623194,3633.263753616368,2705.3082216468147,1142.9571603177096,1211.677530995684,0.0,106764.78388316675,5.820766091346741e-11,5.45195323742371e-16,True,1e-06,PASS
Behaviour cloning,test_071_34f77888383f,3018804584.0,109785.26896730834,7471.031464434821,93551.1778147818,3745.151209581744,2702.34986610133,1138.5799358912902,1176.9786765173178,0.0,109785.26896730831,2.9103830456733704e-11,2.6509777432344036e-16,True,1e-06,PASS
Behaviour cloning,test_071_34f77888383f,959653586.0,108508.64151549338,7452.97433276221,92377.35906232418,3701.437370999828,2695.3562595235703,1136.048208808909,1145.4662810747402,0.0,108508.64151549344,5.820766091346741e-11,5.364334130490081e-16,True,1e-06,PASS
PPO,test_071_34f77888383f,1694234878.0,180500.32196386263,6501.123003359911,163169.24994933244,6595.064327750164,2232.545183369911,903.922644054442,1098.4168559956292,0.0,180500.3219638625,1.4551915228366852e-10,8.061988516164665e-16,True,1e-06,PASS
PPO,test_071_34f77888383f,1635820214.0,140770.733044913,7062.241242723083,124089.14553390555,4965.497659516404,2510.8496212629298,1031.9035993479188,1111.09538815714,0.0,140770.73304491304,2.9103830456733704e-11,2.0674631599345374e-16,True,1e-06,PASS
PPO,test_071_34f77888383f,456241246.0,165629.11202499762,6800.712544714006,148536.85179586665,5981.127150574144,2390.101630418388,962.9910344633188,957.3278689611396,0.0,165629.11202499765,2.9103830456733704e-11,1.7571687791419903e-16,True,1e-06,PASS
Vanilla SAC,test_071_34f77888383f,3760190062.0,261708.7949889697,5722.482831268761,242931.9115432748,10386.520021722185,1959.5064054250183,704.5176143117064,3.8565729672863567,0.0,261708.79498896978,8.731149137020111e-11,3.3362077638193644e-16,True,1e-06,PASS
Vanilla SAC,test_071_34f77888383f,3890281123.0,261738.1830732065,5722.48189019995,242960.9509601732,10387.91302149208,1959.410430457475,704.5320750955059,2.8946957882994293,0.0,261738.1830732065,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_071_34f77888383f,4226533458.0,261708.7364300841,5722.220694857848,242931.2197946116,10386.517178137388,1959.3483741272569,704.5074101883664,4.922978161604099,0.0,261708.73643008407,2.9103830456733704e-11,1.1120695034385615e-16,True,1e-06,PASS
Constrained SAC,test_071_34f77888383f,301721597.0,261736.36531863187,5722.960725959808,242957.05637493217,10387.72065979921,1959.6810401382968,704.5467993794093,4.39971842301567,0.0,261736.3653186319,2.9103830456733704e-11,1.111952113391021e-16,True,1e-06,PASS
Constrained SAC,test_071_34f77888383f,554911178.0,261732.6965827972,5722.564355473913,242954.5731218098,10387.592669172222,1959.45955982624,704.5371344731972,3.969742041938477,0.0,261732.69658279727,8.731149137020111e-11,3.3359030992362382e-16,True,1e-06,PASS
Constrained SAC,test_071_34f77888383f,1600960620.0,261751.38541324413,5722.840684509056,242973.1589238799,10388.44876644757,1959.4931935103464,704.5606427198419,2.883202177500238,0.0,261751.38541324422,8.731149137020111e-11,3.335664918539274e-16,True,1e-06,PASS
Model-guided constrained SAC,test_071_34f77888383f,301721597.0,107516.15148609648,7560.339584834496,91398.69443522143,3661.456287228613,2761.502424713638,1163.1002691610945,971.0584849372196,0.0,107516.1514860965,1.4551915228366852e-11,1.3534631799249848e-16,True,1e-06,PASS
Model-guided constrained SAC,test_071_34f77888383f,554911178.0,110424.8185089644,7521.528669032898,94302.36199176888,3769.721233281627,2737.2069778719992,1155.5418794179463,938.4577575909932,0.0,110424.81850896434,5.820766091346741e-11,5.271248049073502e-16,True,1e-06,PASS
Model-guided constrained SAC,test_071_34f77888383f,1600960620.0,109111.77953054642,7514.368997622609,93074.2444242911,3724.393692931536,2735.630708140222,1153.7650641193704,909.376643441603,0.0,109111.77953054644,1.4551915228366852e-11,1.333670414961289e-16,True,1e-06,PASS
Passive,test_072_8e59fac0e6c8,,276480.81498916185,6438.284914884274,255973.2486241403,10944.59736315402,2355.42819861178,769.2558883714802,0.0,0.0,276480.81498916185,0.0,0.0,True,1e-06,PASS
Reactive,test_072_8e59fac0e6c8,,100406.78014707912,7742.263402443624,84735.76056380423,3415.828581694501,2685.411609119494,1244.0399868754816,583.4760031417496,0.0,100406.78014707907,4.3655745685100555e-11,4.3478882224041243e-16,True,1e-06,PASS
Projected stochastic MPC,test_072_8e59fac0e6c8,,109218.25059728482,9081.749092469538,91336.19300012522,3704.959900007439,3768.5520470200654,1326.7965576625252,0.0,0.0,109218.25059728479,2.9103830456733704e-11,2.6647405811366503e-16,True,1e-06,PASS
Behaviour cloning,test_072_8e59fac0e6c8,1409200687.0,114820.86251638476,8295.541815632305,97035.43413299305,3895.113498014357,3137.904253993962,1249.3917892420227,1207.4770265090035,0.0,114820.8625163847,5.820766091346741e-11,5.069432474012401e-16,True,1e-06,PASS
Behaviour cloning,test_072_8e59fac0e6c8,3018804584.0,118217.26200852334,8275.249408779868,100374.14774010744,4021.709968420162,3128.9519878374667,1243.7994162958798,1173.403487082491,0.0,118217.26200852332,1.4551915228366852e-11,1.2309467315625762e-16,True,1e-06,PASS
Behaviour cloning,test_072_8e59fac0e6c8,959653586.0,116861.30069628902,8261.670280396036,99124.26607871422,3974.0552736831874,3118.559658029503,1241.0292098501066,1141.7201956159684,0.0,116861.30069628904,1.4551915228366852e-11,1.245229613367546e-16,True,1e-06,PASS
PPO,test_072_8e59fac0e6c8,1694234878.0,192283.8616697256,7273.474180095711,173298.73211169866,6994.070294104378,2634.4737994300376,994.6082025151468,1088.5030818817547,0.0,192283.86166972568,8.731149137020111e-11,4.540760239159894e-16,True,1e-06,PASS
PPO,test_072_8e59fac0e6c8,1635820214.0,150675.12575297806,7859.367292841628,132365.99373511178,5294.054171012121,2920.35413897366,1130.550090207073,1104.8063248318372,0.0,150675.12575297814,8.731149137020111e-11,5.794685150178175e-16,True,1e-06,PASS
PPO,test_072_8e59fac0e6c8,456241246.0,176889.438390827,7581.045953787297,158163.1319972366,6359.986629122695,2790.043178221704,1056.9238847826568,938.3067476760284,0.0,176889.43839082698,2.9103830456733704e-11,1.645311937303485e-16,True,1e-06,PASS
Vanilla SAC,test_072_8e59fac0e6c8,3760190062.0,276425.3108862096,6439.202258699535,255915.9822577437,10941.794527798253,2355.822359411654,769.2897133884247,3.2197691679256963,0.0,276425.3108862095,1.1641532182693481e-10,4.2114566663129177e-16,True,1e-06,PASS
Vanilla SAC,test_072_8e59fac0e6c8,3890281123.0,276444.9955110697,6438.944512146504,255935.89926038665,10942.762355837023,2355.6869423350704,769.2836996218551,2.4187407426869267,0.0,276444.9955110698,5.820766091346741e-11,2.1055783920362772e-16,True,1e-06,PASS
Vanilla SAC,test_072_8e59fac0e6c8,4226533458.0,276424.0749218465,6438.860537870648,255914.4035164538,10941.74655684184,2355.6253629313,769.275269065607,4.163678683310232,0.0,276424.0749218465,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_072_8e59fac0e6c8,301721597.0,276457.8033061212,6439.799469829418,255945.6835238061,10943.166234547429,2356.0750335048606,769.3372308288032,3.741813604609595,0.0,276457.80330612126,5.820766091346741e-11,2.1054808443592448e-16,True,1e-06,PASS
Constrained SAC,test_072_8e59fac0e6c8,554911178.0,276446.58835151355,6439.187383248334,255936.2827941861,10942.7441220825,2355.7200199328463,769.306288163896,3.347743899841445,0.0,276446.5883515135,5.820766091346741e-11,2.105566260034792e-16,True,1e-06,PASS
Constrained SAC,test_072_8e59fac0e6c8,1600960620.0,276459.20919399115,6439.356508074312,255948.98738973727,10943.33547289994,2355.802086635328,769.3197903110993,2.4079463331671977,0.0,276459.20919399115,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_072_8e59fac0e6c8,301721597.0,115151.29443727325,8338.190793643495,97440.54050680636,3909.585312846495,3177.8245601442254,1257.322252156012,1027.831011676578,0.0,115151.29443727316,8.731149137020111e-11,7.582328257522333e-16,True,1e-06,PASS
Model-guided constrained SAC,test_072_8e59fac0e6c8,554911178.0,118459.64689689325,8308.074528353987,100712.05924881986,4032.627419045241,3162.48384940764,1249.7420998437635,994.659751422764,0.0,118459.64689689325,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_072_8e59fac0e6c8,1600960620.0,117054.0807512866,8296.390418065033,99408.50305426786,3983.3586804951847,3153.954513080607,1246.7923260335992,965.0817593442358,0.0,117054.0807512865,1.0186340659856796e-10,8.702251638283728e-16,True,1e-06,PASS
Passive,test_073_69349232969b,,293851.8410705983,6926.948410352959,271750.2484146061,11619.17177181951,2733.001189003784,822.4712848160358,0.0,0.0,293851.8410705984,1.1641532182693481e-10,3.961701291467011e-16,True,1e-06,PASS
Reactive,test_073_69349232969b,,100534.31658152904,8144.061982760963,84045.7227347856,3370.426252686385,2995.87515916107,1346.3620543934344,631.8683977415666,0.0,100534.31658152901,2.9103830456733704e-11,2.8949150346222065e-16,True,1e-06,PASS
Projected stochastic MPC,test_073_69349232969b,,110330.52362411463,9608.957157223616,91409.60935826931,3687.87454569519,4188.789669467751,1435.2928934587744,0.0,0.0,110330.52362411463,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_073_69349232969b,1409200687.0,114160.62330719596,8840.44090997842,95379.63190257002,3807.39991610478,3558.8353024676853,1370.996489669911,1203.3187864051606,0.0,114160.62330719599,2.9103830456733704e-11,2.5493755739593254e-16,True,1e-06,PASS
Behaviour cloning,test_073_69349232969b,3018804584.0,116966.89973081285,8813.375906214469,98162.8606904802,3910.986333513447,3541.4282374433496,1365.8254242468486,1172.423138914539,0.0,116966.89973081286,1.4551915228366852e-11,1.2441054060470587e-16,True,1e-06,PASS
Behaviour cloning,test_073_69349232969b,959653586.0,115843.10317712848,8799.579806726862,97137.94663943152,3872.018193832648,3531.3348082755083,1362.7489269001162,1139.4748019618064,0.0,115843.10317712846,1.4551915228366852e-11,1.2561745006188606e-16,True,1e-06,PASS
PPO,test_073_69349232969b,1694234878.0,197572.1940140708,7799.874475759559,177386.21430929314,7164.163739343156,3040.605794886851,1095.7751225505351,1085.5605722375758,0.0,197572.19401407082,2.9103830456733704e-11,1.4730732025307657e-16,True,1e-06,PASS
PPO,test_073_69349232969b,1635820214.0,152804.1182539681,8401.823118397691,133379.3514655982,5326.98996038304,3347.2354833962686,1244.012065922321,1104.7061602705458,0.0,152804.1182539681,0.0,0.0,True,1e-06,PASS
