metric,source_column,chi,policy,reference_policy,physical_paths,mean_paired_difference,standard_error,paired_lower,paired_upper,unadjusted_p_value,simultaneous_lower,simultaneous_upper,holm_adjusted_p_value,multiplicity_family_size,seed_aggregated_within_path_first,inference_unit
exit_loss,loss_exit,1.0,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
exit_loss,loss_exit,1.0,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
exit_loss,loss_exit,1.0,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
exit_loss,loss_exit,1.0,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
overload_loss,loss_overflow,0.0,Reactive,Passive,88,10030.210075846879,158.06341047894978,9716.041932162705,10344.378219531052,1.2164465546566084e-74,9508.106374193265,10552.313777500493,1.3380912101222692e-73,36,True,physical_path
overload_loss,loss_overflow,0.0,Projected stochastic MPC,Passive,88,795.0736097521585,7.986416860748945,779.1997414595113,810.9474780448057,2.0227619785829772e-91,768.6934513504697,821.4537681538474,4.854628748599145e-90,36,True,physical_path
overload_loss,loss_overflow,0.0,Behaviour cloning,Passive,88,410.9400915978784,3.9696142653647035,403.0500534093254,418.83012978643137,6.940011755671004e-93,397.82794694780506,424.0522362479517,1.7350029389177508e-91,36,True,physical_path
overload_loss,loss_overflow,0.0,Model-guided constrained SAC,Passive,88,418.2644996591865,4.6547209889599666,409.0127376730432,427.51626164532985,1.3814670537039378e-87,402.8893597002495,433.63963961812357,2.9010808127782695e-86,36,True,physical_path
overload_loss,loss_overflow,0.125,Reactive,Passive,88,573.7168604623564,5.84657789481487,562.0961538196668,585.337567105046,7.010795281181057e-91,554.4048643992602,593.0288565254526,1.612482914671643e-89,36,True,physical_path
overload_loss,loss_overflow,0.125,Projected stochastic MPC,Passive,88,887.3134355757261,9.72544482225097,867.9830609048826,906.6438102465696,3.725816594313348e-88,855.1890449495892,919.437826201863,8.196796507489366e-87,36,True,physical_path
overload_loss,loss_overflow,0.125,Behaviour cloning,Passive,88,439.326437307884,5.481678797858997,428.4310071322483,450.22186748351976,2.5804231434444145e-83,421.2197497261969,457.43312488957116,4.644761658199946e-82,36,True,physical_path
overload_loss,loss_overflow,0.125,Model-guided constrained SAC,Passive,88,464.00230357717356,6.258988505088086,451.5618861900897,476.44272096425743,2.0665385813806087e-80,443.3280624152754,484.67654473907174,3.099807872070913e-79,36,True,physical_path
overload_loss,loss_overflow,0.25,Reactive,Passive,88,480.0915349799039,5.852377110846669,468.45930176740274,491.72376819240503,3.489746297479429e-84,460.7603833630478,499.42268659675995,6.630517965210915e-83,36,True,physical_path
overload_loss,loss_overflow,0.25,Projected stochastic MPC,Passive,88,1045.0575266018595,10.036992114704127,1025.1079179524295,1065.0071352512896,4.2172465921661915e-93,1011.9040553419625,1078.2109978617566,1.0964841139632098e-91,36,True,physical_path
overload_loss,loss_overflow,0.25,Behaviour cloning,Passive,88,524.4477228002651,7.313928466621497,509.91049800905813,538.984947591472,3.5777833521322397e-79,500.28887974808777,548.6065658524424,4.651118357771912e-78,36,True,physical_path
overload_loss,loss_overflow,0.25,Model-guided constrained SAC,Passive,88,557.3804408063443,7.750770973509037,541.9749442306975,572.7859373819911,2.7937816943627776e-79,531.7786509697434,582.9822306429452,3.911294372107889e-78,36,True,physical_path
overload_loss,loss_overflow,0.375,Reactive,Passive,88,390.678381565482,5.5174496199703995,379.7118530075784,401.64491012338567,1.051039212030746e-78,372.4535383741002,408.90322475686384,1.2612470544368952e-77,36,True,physical_path
overload_loss,loss_overflow,0.375,Projected stochastic MPC,Passive,88,1218.6960693203628,10.798684395985871,1197.2325147846345,1240.159623856091,4.010707731587052e-96,1183.0266308396324,1254.3655078010931,1.0828910875285041e-94,36,True,physical_path
overload_loss,loss_overflow,0.375,Behaviour cloning,Passive,88,645.0722322432044,8.204958386374102,628.7639890043536,661.3804754820553,1.341692428910877e-82,617.970203174875,672.1742613115339,2.1467078862574033e-81,36,True,physical_path
overload_loss,loss_overflow,0.375,Model-guided constrained SAC,Passive,88,675.4081553563889,8.470604762614897,658.5719111801477,692.24439953263,4.003378285959625e-83,647.4286622630461,703.3876484497316,6.805743086131362e-82,36,True,physical_path
overload_loss,loss_overflow,0.5,Reactive,Passive,88,276.335816867109,5.518652599570733,265.36689725698915,287.3047364772288,6.270431649387921e-66,258.10700007993773,294.5646336542802,5.643388484449129e-65,36,True,physical_path
overload_loss,loss_overflow,0.5,Projected stochastic MPC,Passive,88,1414.1609544518467,9.944739292886196,1394.394708275062,1433.9272006286315,8.26138105115512e-105,1381.312206085206,1447.0097028184873,2.478414315346536e-103,36,True,physical_path
overload_loss,loss_overflow,0.5,Behaviour cloning,Passive,88,781.6488325476798,6.833316397163442,768.0668762859594,795.2307888094002,1.2507098649531998e-96,759.0775127544472,804.2201523409125,3.5019876218689595e-95,36,True,physical_path
overload_loss,loss_overflow,0.5,Model-guided constrained SAC,Passive,88,803.5304364755833,6.527024769998169,790.5572679885979,816.5036049625687,2.17832437789713e-99,781.9708371801175,825.0900357710491,6.317140695901677e-98,36,True,physical_path
overload_loss,loss_overflow,0.625,Reactive,Passive,88,32.21457618979817,13.267273663531805,5.844433182053791,58.584719197542555,0.017236906671481957,-11.608929007212367,76.03808138680871,0.017236906671481957,36,True,physical_path
overload_loss,loss_overflow,0.625,Projected stochastic MPC,Passive,88,1559.3520801381003,5.7996733561663065,1547.8246013448727,1570.879558931328,8.081957575859142e-129,1540.1950157772783,1578.5091444989223,2.9095047273092912e-127,36,True,physical_path
overload_loss,loss_overflow,0.625,Behaviour cloning,Passive,88,831.9956076679875,4.190786810394391,823.6659650972734,840.3252502387016,2.228527126707581e-117,818.1529017569984,845.8383135789767,7.354139518135017e-116,36,True,physical_path
overload_loss,loss_overflow,0.625,Model-guided constrained SAC,Passive,88,863.13939418168,4.21825424235551,854.755157115726,871.5236312476341,1.6171635547581192e-118,849.2059598227954,877.0728285405646,5.498356086177605e-117,36,True,physical_path
overload_loss,loss_overflow,0.75,Reactive,Passive,88,-631.1466766595713,29.097510001068535,-688.9811285113159,-573.3122248078267,7.4938639493954736e-37,-727.2594812259649,-535.0338720931777,2.9975455797581894e-36,36,True,physical_path
overload_loss,loss_overflow,0.75,Projected stochastic MPC,Passive,88,1404.8963420804355,6.589972764909003,1391.798057637456,1417.994626523415,4.59324174798852e-120,1383.1288174905892,1426.6638666702818,1.6076346117959821e-118,36,True,physical_path
overload_loss,loss_overflow,0.75,Behaviour cloning,Passive,88,526.6099722580918,12.002240483119737,502.75421967621946,550.4657248399642,3.9868783475892796e-61,486.9650337781125,566.2549107380711,1.9934391737946397e-60,36,True,physical_path
overload_loss,loss_overflow,0.75,Model-guided constrained SAC,Passive,88,603.2200959502177,12.09241618047224,579.1851094054894,627.255082494946,8.616828344828226e-66,563.277295585288,643.1628963151473,6.893462675862581e-65,36,True,physical_path
overload_loss,loss_overflow,0.875,Reactive,Passive,88,-1825.3120007541518,37.767139204371254,-1900.3782794086874,-1750.2457220996162,1.2289367593511131e-64,-1950.0617016477408,-1700.5622998605627,8.602557315457792e-64,36,True,physical_path
overload_loss,loss_overflow,0.875,Projected stochastic MPC,Passive,88,823.1260480924142,5.477751432057433,812.2384239815705,834.0136722032579,6.934531856893671e-107,805.0323331032868,841.2197630815416,2.2190501942059747e-105,36,True,physical_path
overload_loss,loss_overflow,0.875,Behaviour cloning,Passive,88,-198.5648328722087,12.188442987768068,-222.79068309437275,-174.33898265004467,3.661850576176276e-28,-238.8248220880888,-158.30484365632861,1.0985551728528828e-27,36,True,physical_path
overload_loss,loss_overflow,0.875,Model-guided constrained SAC,Passive,88,-47.69469168494007,13.435823259874963,-74.3998452662346,-20.989538103645533,0.0006245090268018074,-92.0749377993858,-3.3144455704943354,0.0012490180536036148,36,True,physical_path
overload_loss,loss_overflow,1.0,Reactive,Passive,88,-3179.5669360564148,36.579974105191916,-3252.273595528208,-3106.8602765846217,2.411639506236605e-86,-3300.395278484579,-3058.7385936282503,4.82327901247321e-85,36,True,physical_path
overload_loss,loss_overflow,1.0,Projected stochastic MPC,Passive,88,-3693.926283448552,78.56486429473202,-3850.0824583626827,-3537.7701085344215,1.2370090114165032e-63,-3953.436098806207,-3434.416468090897,7.42205406849902e-63,36,True,physical_path
overload_loss,loss_overflow,1.0,Behaviour cloning,Passive,88,-1345.968849142802,9.11510197231851,-1364.0861013105111,-1327.8515969750927,3.153874789167586e-106,-1376.0771991162542,-1315.8604991693496,9.777011846419517e-105,36,True,physical_path
overload_loss,loss_overflow,1.0,Model-guided constrained SAC,Passive,88,-358.5104789986397,6.423327059597201,-371.2775370576503,-345.7434209396291,6.591049741458539e-70,-379.7275514671232,-337.29340653015623,6.591049741458539e-69,36,True,physical_path
overload_loss,loss_overflow,0.0,Passive,Reactive,88,-10030.210075846879,158.06341047894978,-10344.378219531052,-9716.041932162705,1.2164465546566084e-74,-10552.313777500493,-9508.106374193265,2.0679591429162343e-73,36,True,physical_path
overload_loss,loss_overflow,0.0,Projected stochastic MPC,Reactive,88,-9235.136466094718,154.85616997366824,-9542.929871989547,-8927.34306019989,2.392177717320661e-72,-9746.64624133091,-8723.626690858528,3.109831032516859e-71,36,True,physical_path
overload_loss,loss_overflow,0.0,Behaviour cloning,Reactive,88,-9619.269984248998,157.38652008089048,-9932.09273497226,-9306.447233525736,2.970105306185747e-73,-10139.13783016997,-9099.402138328027,4.346567498099684e-72,36,True,physical_path
overload_loss,loss_overflow,0.0,Model-guided constrained SAC,Reactive,88,-9611.94557618769,157.22105511258724,-9924.439447369641,-9299.45170500574,2.897711665399789e-73,-10131.266870112957,-9092.624282262424,4.346567498099684e-72,36,True,physical_path
overload_loss,loss_overflow,0.125,Passive,Reactive,88,-573.7168604623564,5.84657789481487,-585.337567105046,-562.0961538196668,7.010795281181057e-91,-593.0288565254526,-554.4048643992602,2.45377834841337e-89,36,True,physical_path
overload_loss,loss_overflow,0.125,Projected stochastic MPC,Reactive,88,313.59657511336957,10.401906930303978,292.92165875437865,334.2714914723605,7.888529785448766e-48,279.237743451368,347.95540677537116,6.310823828359013e-47,36,True,physical_path
overload_loss,loss_overflow,0.125,Behaviour cloning,Reactive,88,-134.39042315447247,5.748024811335472,-145.8152448722623,-122.96560143668263,2.826449734212844e-39,-153.37688575262536,-115.40396055631957,1.9785148139489907e-38,36,True,physical_path
overload_loss,loss_overflow,0.125,Model-guided constrained SAC,Reactive,88,-109.71455688518292,6.0762334759213665,-121.79172886279297,-97.63738490757287,3.587728763227825e-31,-129.7851347645122,-89.64397900585362,1.7938643816139124e-30,36,True,physical_path
overload_loss,loss_overflow,0.25,Passive,Reactive,88,-480.0915349799039,5.852377110846669,-491.72376819240503,-468.45930176740274,3.489746297479429e-84,-499.42268659675995,-460.7603833630478,1.0469238892438286e-82,36,True,physical_path
overload_loss,loss_overflow,0.25,Projected stochastic MPC,Reactive,88,564.9659916219554,8.006789810613185,549.0516298854376,580.8803533584731,1.4170174187415773e-78,538.5185387559405,591.4134444879702,3.4008418049797853e-77,36,True,physical_path
overload_loss,loss_overflow,0.25,Behaviour cloning,Reactive,88,44.35618782036127,5.0930474235146175,34.23320458285774,54.479171057864804,1.7692549178147991e-13,27.53319947374127,61.17917616698127,3.5385098356295983e-13,36,True,physical_path
overload_loss,loss_overflow,0.25,Model-guided constrained SAC,Reactive,88,77.28890582644044,5.332533256698195,66.68991856357798,87.8878930893029,6.3652322144139415e-25,59.674865081166814,94.90294657171407,2.5460928857655766e-24,36,True,physical_path
overload_loss,loss_overflow,0.375,Passive,Reactive,88,-390.678381565482,5.5174496199703995,-401.64491012338567,-379.7118530075784,1.051039212030746e-78,-408.90322475686384,-372.4535383741002,2.627598030076865e-77,36,True,physical_path
overload_loss,loss_overflow,0.375,Projected stochastic MPC,Reactive,88,828.0176877548812,8.738245751987497,810.6494781316703,845.3858973780921,1.426804944969132e-89,799.1541421737284,856.881233336034,4.851136812895049e-88,36,True,physical_path
overload_loss,loss_overflow,0.375,Behaviour cloning,Reactive,88,254.39385067772247,5.93969814920213,242.58805744622904,266.1996439092159,2.970809585524242e-60,234.7742664804262,274.01343487501873,2.6737286269718174e-59,36,True,physical_path
overload_loss,loss_overflow,0.375,Model-guided constrained SAC,Reactive,88,284.72977379090696,6.046870156560213,272.7109645900341,296.7485829917798,1.0928868562662939e-63,264.7561867185256,304.7033608632883,1.0928868562662938e-62,36,True,physical_path
overload_loss,loss_overflow,0.5,Passive,Reactive,88,-276.335816867109,5.518652599570733,-287.3047364772288,-265.36689725698915,6.270431649387921e-66,-294.5646336542802,-258.10700007993773,7.524517979265506e-65,36,True,physical_path
overload_loss,loss_overflow,0.5,Projected stochastic MPC,Reactive,88,1137.8251375847376,11.10419041681591,1115.7543567519324,1159.8959184175428,1.6775274313668598e-92,1101.146573564646,1174.5037016048293,6.039098752920696e-91,36,True,physical_path
overload_loss,loss_overflow,0.5,Behaviour cloning,Reactive,88,505.31301568057097,7.811769952651468,489.78627702881226,520.8397543323297,2.371675491014171e-75,479.5097383984515,531.1162929626904,4.506183432926925e-74,36,True,physical_path
overload_loss,loss_overflow,0.5,Model-guided constrained SAC,Reactive,88,527.1946196084745,7.186705601184768,512.9102640382171,541.4789751787318,5.094014871423431e-80,503.4560099852623,550.9332292316866,1.3753840152843262e-78,36,True,physical_path
overload_loss,loss_overflow,0.625,Passive,Reactive,88,-32.21457618979817,13.267273663531805,-58.584719197542555,-5.844433182053791,0.017236906671481957,-76.03808138680871,11.608929007212367,0.017236906671481957,36,True,physical_path
overload_loss,loss_overflow,0.625,Projected stochastic MPC,Reactive,88,1527.137503948302,16.554781683090354,1494.2330827750927,1560.0419251215114,1.441972434872695e-88,1472.454938447414,1581.8200694491902,4.7585090350798935e-87,36,True,physical_path
overload_loss,loss_overflow,0.625,Behaviour cloning,Reactive,88,799.7810314781894,11.710756817524608,776.5046342440019,823.057428712377,2.3078462873466808e-77,761.0989009011754,838.4631620552035,5.0772618321626977e-76,36,True,physical_path
overload_loss,loss_overflow,0.625,Model-guided constrained SAC,Reactive,88,830.9248179918815,11.637215703016263,807.794591685928,854.0550442978349,5.139855569781726e-79,792.4856031408549,869.364032842908,1.3363624481432487e-77,36,True,physical_path
overload_loss,loss_overflow,0.75,Passive,Reactive,88,631.1466766595713,29.097510001068535,573.3122248078267,688.9811285113159,7.4938639493954736e-37,535.0338720931777,727.2594812259649,4.496318369637284e-36,36,True,physical_path
overload_loss,loss_overflow,0.75,Projected stochastic MPC,Reactive,88,2036.0430187400066,25.674730860918846,1985.0117110532738,2087.0743264267394,6.396184995570622e-83,1951.2360923246663,2120.849945155347,1.8548936487154803e-81,36,True,physical_path
overload_loss,loss_overflow,0.75,Behaviour cloning,Reactive,88,1157.756648917663,18.114905740884044,1121.7513122468763,1193.7619855884495,6.618786794865595e-75,1097.9207937139602,1217.5925041213657,1.1913816230758072e-73,36,True,physical_path
overload_loss,loss_overflow,0.75,Model-guided constrained SAC,Reactive,88,1234.366772609789,18.294011252873094,1198.0054443400948,1270.7281008794832,6.4812878972731595e-77,1173.9393089464643,1294.7942362731137,1.3610704584273635e-75,36,True,physical_path
overload_loss,loss_overflow,0.875,Passive,Reactive,88,1825.3120007541518,37.767139204371254,1750.2457220996162,1900.3782794086874,1.2289367593511131e-64,1700.5622998605627,1950.0617016477408,1.3518304352862245e-63,36,True,physical_path
overload_loss,loss_overflow,0.875,Projected stochastic MPC,Reactive,88,2648.438048846566,34.223769980887496,2580.4146002053544,2716.4614974877773,5.2120739015739607e-82,2535.3925506036767,2761.483547089455,1.459380692440709e-80,36,True,physical_path
overload_loss,loss_overflow,0.875,Behaviour cloning,Reactive,88,1626.747167881943,26.051066876712987,1574.9678516135575,1678.5264841503283,4.784150312939971e-74,1540.697155376556,1712.7971803873297,7.654640500703954e-73,36,True,physical_path
overload_loss,loss_overflow,0.875,Model-guided constrained SAC,Reactive,88,1777.617309069212,25.43300629174529,1727.066455138032,1828.168163000392,3.19120068341218e-78,1693.6088298844088,1861.6257882540153,7.339761571848015e-77,36,True,physical_path
overload_loss,loss_overflow,1.0,Passive,Reactive,88,3179.5669360564148,36.579974105191916,3106.8602765846217,3252.273595528208,2.411639506236605e-86,3058.7385936282503,3300.395278484579,7.476082469333476e-85,36,True,physical_path
overload_loss,loss_overflow,1.0,Projected stochastic MPC,Reactive,88,-514.3593473921381,51.130777380566826,-615.9873039578399,-412.7313908264364,3.0547072096230832e-16,-683.2508578177976,-345.46783696647867,9.16412162886925e-16,36,True,physical_path
overload_loss,loss_overflow,1.0,Behaviour cloning,Reactive,88,1833.598086913613,27.947304534726406,1778.0497929722992,1889.146380854927,7.085355441740086e-76,1741.2845584087684,1925.9116154184578,1.4170710883480172e-74,36,True,physical_path
overload_loss,loss_overflow,1.0,Model-guided constrained SAC,Reactive,88,2821.0564570577753,31.16395970104389,2759.1147126688725,2882.998201446678,7.323173181594279e-88,2718.1179043035568,2923.995009811994,2.343415418110169e-86,36,True,physical_path
route_resource_loss,loss_route_resource,0.0,Reactive,Passive,88,529.1927241949003,6.376906083436635,516.5179328525459,541.8675155372547,1.2947382142245214e-84,508.1289861598215,550.256462229979,1.0357905713796171e-83,36,True,physical_path
route_resource_loss,loss_route_resource,0.0,Projected stochastic MPC,Passive,88,694.395012667852,4.572926663760551,685.305825759862,703.484199575842,2.797682362737603e-107,679.2900498475169,709.4999754881871,1.0071656505855372e-105,36,True,physical_path
route_resource_loss,loss_route_resource,0.0,Behaviour cloning,Passive,88,430.50940334199333,4.119837921717677,422.3207793699826,438.6980273140041,3.089331750491722e-93,416.9010507028594,444.1177559811273,6.487596676032616e-92,36,True,physical_path
route_resource_loss,loss_route_resource,0.0,Model-guided constrained SAC,Passive,88,436.210651470988,4.143606504453982,427.97478486708894,444.4465180748871,1.6304524828886682e-93,422.52378815697944,449.8975147849966,3.750040710643937e-92,36,True,physical_path
route_resource_loss,loss_route_resource,0.125,Reactive,Passive,88,612.4827122561416,6.905816816983051,598.7566535595689,626.2087709527142,4.256974594052302e-87,589.6719142848501,635.293510227433,4.682672053457532e-86,36,True,physical_path
route_resource_loss,loss_route_resource,0.125,Projected stochastic MPC,Passive,88,678.8579134381677,4.622021590850486,669.6711450465098,688.0446818298255,5.017134281162649e-106,663.5907837818241,694.1250430945112,1.755996998406927e-104,36,True,physical_path
route_resource_loss,loss_route_resource,0.125,Behaviour cloning,Passive,88,450.4934990252423,4.460346591305283,441.6280772016063,459.35892084887826,5.8284251042827505e-92,435.7604026120866,465.22659543839796,9.325480166852401e-91,36,True,physical_path
route_resource_loss,loss_route_resource,0.125,Model-guided constrained SAC,Passive,88,457.7934263907669,4.3530182440710945,449.1413312789429,466.4455215025909,1.7790181505770367e-93,443.41484926334306,472.17200351819076,3.913839931269481e-92,36,True,physical_path
route_resource_loss,loss_route_resource,0.25,Reactive,Passive,88,575.5967304112563,5.673795845674052,564.3194468003489,586.8740140221637,3.976463437990266e-92,556.855455599602,594.3380052229106,6.857484793595527e-91,36,True,physical_path
route_resource_loss,loss_route_resource,0.25,Projected stochastic MPC,Passive,88,658.8386391172436,4.619116609374391,649.6576446908255,668.0196335436617,6.3556088935639276e-105,643.5811049870077,674.0961732474794,2.1609070238117355e-103,36,True,physical_path
route_resource_loss,loss_route_resource,0.25,Behaviour cloning,Passive,88,484.98930272423644,4.725770893531309,475.596321359361,494.38228408911186,1.4681729840283028e-92,469.37947582499845,500.5991296234744,2.9363459680566054e-91,36,True,physical_path
route_resource_loss,loss_route_resource,0.25,Model-guided constrained SAC,Passive,88,493.0117133152195,4.6018803248565785,483.86497787065275,502.1584487597862,3.5954564372724864e-94,477.8111128416865,508.21231378875245,9.348186736908464e-93,36,True,physical_path
route_resource_loss,loss_route_resource,0.375,Reactive,Passive,88,538.1071598382952,4.581811069449816,529.0003142119803,547.2140054646101,1.2800306952263757e-97,522.9728506873748,553.2414689892155,3.840092085679127e-96,36,True,physical_path
route_resource_loss,loss_route_resource,0.375,Projected stochastic MPC,Passive,88,632.9620060143261,4.575786792002165,623.8671342917568,642.0568777368954,9.035461512135715e-104,617.8475958238652,648.076416204787,2.981702299004786e-102,36,True,physical_path
route_resource_loss,loss_route_resource,0.375,Behaviour cloning,Passive,88,511.7280387680184,4.815240646017922,502.1572265821489,521.298850953888,7.211593035248271e-94,495.8226818101935,527.6333957258433,1.802898258812068e-92,36,True,physical_path
route_resource_loss,loss_route_resource,0.375,Model-guided constrained SAC,Passive,88,520.7629349574618,4.69616108223601,511.4288062987332,530.0970636161903,1.8292867742420404e-95,505.25091305961973,536.2749568553038,5.122002967877714e-94,36,True,physical_path
route_resource_loss,loss_route_resource,0.5,Reactive,Passive,88,497.6091120451451,3.9301627069512124,489.79748810081634,505.4207359894738,1.920220693329383e-100,484.6272809484822,510.59094314180794,5.952684149321087e-99,36,True,physical_path
route_resource_loss,loss_route_resource,0.5,Projected stochastic MPC,Passive,88,590.3094854884449,4.450325359277169,581.4639819485798,599.1549890283101,3.420000758072886e-102,575.6094904889634,605.0094804879265,1.0944002425833235e-100,36,True,physical_path
route_resource_loss,loss_route_resource,0.5,Behaviour cloning,Passive,88,510.37190025946967,4.804420969908099,500.82259335144016,519.9212071674992,7.467678919673474e-94,494.5022820784465,526.2415184404928,1.802898258812068e-92,36,True,physical_path
route_resource_loss,loss_route_resource,0.5,Model-guided constrained SAC,Passive,88,520.9569408559988,4.813674377002387,511.3892417993958,530.5246399126019,1.4979471615488243e-94,505.0567574854597,536.857124226538,4.0444573361818255e-93,36,True,physical_path
route_resource_loss,loss_route_resource,0.625,Reactive,Passive,88,441.10543218055085,4.300858804638345,432.5570096025064,449.6538547585953,1.5497911801981848e-92,426.89914436614066,455.31171999496104,2.9446032423765513e-91,36,True,physical_path
route_resource_loss,loss_route_resource,0.625,Projected stochastic MPC,Passive,88,517.1877786602313,4.558303358368598,508.1276571551426,526.24790016532,2.5274782884051696e-96,502.1311184916764,532.2444388287862,7.329687036374992e-95,36,True,physical_path
route_resource_loss,loss_route_resource,0.625,Behaviour cloning,Passive,88,468.53869535419403,5.04564325689988,458.5099330308358,478.5674576775523,8.15425319949952e-89,451.87228904505105,485.205101663337,1.0600529159349377e-87,36,True,physical_path
route_resource_loss,loss_route_resource,0.625,Model-guided constrained SAC,Passive,88,479.4975677711872,4.987066379908551,469.58523333364656,489.4099022087279,4.065918475641588e-90,463.02464839374977,495.97048714862467,5.692285865898223e-89,36,True,physical_path
route_resource_loss,loss_route_resource,0.75,Reactive,Passive,88,353.43918467738445,4.436114826975474,344.62192610920795,362.25644324556094,4.2816234253595305e-83,338.7861288872664,368.0922404675025,2.5689740552157183e-82,36,True,physical_path
route_resource_loss,loss_route_resource,0.75,Projected stochastic MPC,Passive,88,403.06538585480814,4.0867068980161445,394.94261337988405,411.18815832973223,4.524013317387967e-91,389.5664692329139,416.5643024767024,6.786019976081951e-90,36,True,physical_path
route_resource_loss,loss_route_resource,0.75,Behaviour cloning,Passive,88,381.06423701498915,4.721248223428157,371.68024494666565,390.44822908331264,1.4070562486703033e-83,365.4693490747111,396.6591249552672,9.849393740692124e-83,36,True,physical_path
route_resource_loss,loss_route_resource,0.75,Model-guided constrained SAC,Passive,88,390.313704852553,4.5854624345323725,381.1996017427609,399.42780796234507,1.4601274335867403e-85,375.167334774819,405.46007493028696,1.4601274335867404e-84,36,True,physical_path
route_resource_loss,loss_route_resource,0.875,Reactive,Passive,88,197.92816591079693,2.655283204107424,192.65050302434867,203.2058287972452,1.2920845892175966e-80,189.15742519602676,206.6989066255671,6.460422946087983e-80,36,True,physical_path
route_resource_loss,loss_route_resource,0.875,Projected stochastic MPC,Passive,88,222.62499410860337,2.19337896798193,218.2654159071792,226.98457231002754,3.8097137742197375e-92,215.37998228175138,229.87000593545537,6.857484793595527e-91,36,True,physical_path
route_resource_loss,loss_route_resource,0.875,Behaviour cloning,Passive,88,219.19560602685115,2.6173446288607582,213.99335016675485,224.39786188694745,5.905604514419998e-85,210.5501812881929,227.8410307655094,5.315044062977998e-84,36,True,physical_path
route_resource_loss,loss_route_resource,0.875,Model-guided constrained SAC,Passive,88,224.3796630860751,2.5181423099286255,219.37458257664113,229.3847435955091,2.8501715604669117e-87,216.06191632026426,232.69740985188596,3.420205872560294e-86,36,True,physical_path
route_resource_loss,loss_route_resource,1.0,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
route_resource_loss,loss_route_resource,1.0,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
route_resource_loss,loss_route_resource,1.0,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
route_resource_loss,loss_route_resource,1.0,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
route_resource_loss,loss_route_resource,0.0,Passive,Reactive,88,-529.1927241949003,6.376906083436635,-541.8675155372547,-516.5179328525459,1.2947382142245214e-84,-550.256462229979,-508.1289861598215,4.013688464096016e-83,36,True,physical_path
route_resource_loss,loss_route_resource,0.0,Projected stochastic MPC,Reactive,88,165.20228847295186,3.3287291127796004,158.5860789212245,171.81849802467923,1.3256655164921084e-65,154.20706961541725,176.19750733048647,3.0490306879318496e-64,36,True,physical_path
route_resource_loss,loss_route_resource,0.0,Behaviour cloning,Reactive,88,-98.68332085290704,3.323601729415972,-105.28933917499799,-92.0773025308161,2.647110762221594e-47,-109.66160330608446,-87.70503839972963,3.705955067110231e-46,36,True,physical_path
route_resource_loss,loss_route_resource,0.0,Model-guided constrained SAC,Reactive,88,-92.98207272391228,3.3263399177410253,-99.59353349179464,-86.37061195602992,3.079013337303276e-45,-103.96939976404377,-81.99474568378079,3.3869146710336034e-44,36,True,physical_path
route_resource_loss,loss_route_resource,0.125,Passive,Reactive,88,-612.4827122561416,6.905816816983051,-626.2087709527142,-598.7566535595689,4.256974594052302e-87,-635.293510227433,-589.6719142848501,1.3622318700967367e-85,36,True,physical_path
route_resource_loss,loss_route_resource,0.125,Projected stochastic MPC,Reactive,88,66.37520118202612,3.62404548060145,59.17201837192723,73.578383992125,1.3419233988549754e-31,54.40451451488594,78.3458878491663,1.2077310589694778e-30,36,True,physical_path
route_resource_loss,loss_route_resource,0.125,Behaviour cloning,Reactive,88,-161.9892132308993,3.576422307333346,-169.09773982741496,-154.88068663438366,2.811583263092101e-62,-173.8025944535193,-150.17583200827931,6.185483178802622e-61,36,True,physical_path
route_resource_loss,loss_route_resource,0.125,Model-guided constrained SAC,Reactive,88,-154.68928586537461,3.643205459079298,-161.93055120737114,-147.4480205233781,6.105166980111973e-60,-166.72326039690148,-142.65531133384775,1.2210333960223945e-58,36,True,physical_path
route_resource_loss,loss_route_resource,0.25,Passive,Reactive,88,-575.5967304112563,5.673795845674052,-586.8740140221637,-564.3194468003489,3.976463437990266e-92,-594.3380052229106,-556.855455599602,1.3122329345367878e-90,36,True,physical_path
route_resource_loss,loss_route_resource,0.25,Projected stochastic MPC,Reactive,88,83.24190870598733,2.4825197075132874,78.30763197612585,88.17618543584881,1.5621182301205487e-51,75.04182796121971,91.44198945075495,2.499389168192878e-50,36,True,physical_path
route_resource_loss,loss_route_resource,0.25,Behaviour cloning,Reactive,88,-90.60742768701974,2.4391302411385354,-95.45546315418103,-85.75939221985844,3.751089588166643e-55,-98.66418746371264,-82.55066791032684,6.376852299883294e-54,36,True,physical_path
