metric,source_column,chi,policy,reference_policy,physical_paths,mean_paired_difference,standard_error,paired_lower,paired_upper,unadjusted_p_value,simultaneous_lower,simultaneous_upper,holm_adjusted_p_value,multiplicity_family_size,seed_aggregated_within_path_first,inference_unit
adaptive_delivery,adaptive_delivery,0.125,Projected stochastic MPC,Passive,88,409.6923614729609,1.725454840329939,406.2628331428132,413.1218898031086,3.962736776203673e-124,403.99296300722693,415.39175993869486,1.347330503909249e-122,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.125,Behaviour cloning,Passive,88,328.2374551883914,1.8705420356075466,324.5195503473573,331.95536002942544,1.000275479440567e-112,322.05881512279916,334.4160952539836,1.8004958629930207e-111,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.125,Model-guided constrained SAC,Passive,88,327.5162519799844,1.868968608761337,323.8014744951804,331.23102946478843,1.12535745851433e-112,321.34280914491,333.68969481505883,1.913107679474361e-111,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.25,Reactive,Passive,88,426.97058615623973,1.9420664132512906,423.1105188698655,430.830653442614,3.1679700515160826e-121,420.5556919049817,433.38548040749777,9.820707159699856e-120,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.25,Projected stochastic MPC,Passive,88,399.57352521596727,1.7480512994994093,396.0990839764397,403.0479664554948,1.077067003081704e-122,393.79948774971507,405.34756268221946,3.446614409861453e-121,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.25,Behaviour cloning,Passive,88,344.79551093276865,1.9714444831472178,340.8770515513722,348.7139703141651,1.3346363380079939e-112,338.28357715165595,351.30744471388135,2.13541814081279e-111,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.25,Model-guided constrained SAC,Passive,88,344.01720012833124,1.9741641249706787,340.0933351643235,347.941065092339,1.8299914730834714e-112,337.4962830217361,350.5381172349264,2.7449872096252072e-111,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.375,Reactive,Passive,88,404.42585621889737,2.032395105239736,400.3862508762618,408.46546156153295,1.8228298937488577e-117,397.71259472179923,411.1391177159955,4.5570747343721446e-116,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.375,Projected stochastic MPC,Passive,88,385.06772717929147,1.893124932467257,381.3049363854368,388.83051797314613,2.714242990869605e-118,378.8144929112283,391.32096144735465,7.057031776260973e-117,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.375,Behaviour cloning,Passive,88,355.92409869376576,2.080762066019439,351.78835877932914,360.05983860820237,9.158377642570386e-112,349.0510749266755,362.79712246085603,1.282172869959854e-110,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.375,Model-guided constrained SAC,Passive,88,355.0764382317952,2.08721219191218,350.92787799371683,359.2249984698735,1.473139974584031e-111,348.1821088722561,361.97076759133427,1.767767969500837e-110,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.5,Reactive,Passive,88,379.2311062547613,2.2658541360403652,374.72747580909464,383.73473670042796,6.0622011878503916e-111,371.74669965965387,386.71551284986873,6.668421306635431e-110,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.5,Projected stochastic MPC,Passive,88,365.05226257411977,2.1366414238926303,360.80545638520454,369.299068763035,1.0143659683380468e-111,357.99466212667556,372.10986302156397,1.3186757588394609e-110,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.5,Behaviour cloning,Passive,88,353.92596370857376,2.2588857863584524,349.43618361244387,358.41574380470365,1.850798831528117e-108,346.4645744655045,361.38735295164304,1.4806390652224936e-107,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.5,Model-guided constrained SAC,Passive,88,352.978579111858,2.2529007217458448,348.50069497971793,357.45646324399803,1.8551837371209073e-108,345.5369593042286,360.42019891948735,1.4806390652224936e-107,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.625,Reactive,Passive,88,344.8005489265254,2.1919634336133993,340.44378425293496,349.1573136001158,1.3138437266758313e-108,337.56021279110246,352.0408850619483,1.1824593540082481e-107,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.625,Projected stochastic MPC,Passive,88,336.21504928841364,2.0958669946815265,332.0492866926754,340.38081188415185,2.398431104026896e-109,329.2921320061588,343.1379665706685,2.398431104026896e-108,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.625,Behaviour cloning,Passive,88,333.721991071202,2.1460457730953157,329.4564927199285,337.9874894224755,3.556708080055208e-108,326.63332685311354,340.8106552892905,2.134024848033125e-107,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.625,Model-guided constrained SAC,Passive,88,332.85001377960543,2.148823786315117,328.5789938262499,337.12103373296094,4.991769355586432e-108,325.75217342783174,339.94785413137913,2.4958846777932162e-107,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.75,Reactive,Passive,88,269.5753779615436,1.4155832815927112,266.7617529077709,272.3890030153163,8.269210571485525e-116,264.89952496634993,274.2512309567373,1.73653422001196e-114,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.75,Projected stochastic MPC,Passive,88,267.9959132396856,1.3879693932871104,265.23717377899595,270.75465270037523,2.4910360393910705e-116,263.41127245646254,272.58055402290864,5.729382890599462e-115,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.75,Behaviour cloning,Passive,88,267.54735013109854,1.3849301773086038,264.7946514412573,270.30004882093976,2.3817381800101552e-116,262.97274826774753,272.12195199444955,5.716171632024372e-115,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.75,Model-guided constrained SAC,Passive,88,267.0446881705281,1.3956364168147488,264.2707096703798,269.8186666706764,5.471058532076109e-116,262.4347222260149,271.6546541150413,1.2036328770567441e-114,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.875,Reactive,Passive,88,138.81893511478194,0.6584789583997771,137.5101368838144,140.12773334574948,1.212266162461904e-119,136.6438947268781,140.99397550268577,3.5739466618658e-118,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.875,Projected stochastic MPC,Passive,88,143.06392562386958,0.6801305713230734,141.71209246774595,144.4157587799932,1.4714136523703764e-119,140.81736718368677,145.3104840640524,4.119958226637054e-118,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.875,Behaviour cloning,Passive,88,142.7924830451833,0.677191261694553,141.44649208521946,144.13847400514715,1.1913155539552666e-119,140.55563352139492,145.02933256897168,3.5739466618658e-118,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.875,Model-guided constrained SAC,Passive,88,142.6699877370303,0.6818849152276943,141.31466763243307,144.02530784162755,2.3380823728560152e-119,140.41763447410008,144.92234099996054,6.312822406711241e-118,36,True,physical_path
adaptive_delivery,adaptive_delivery,1.0,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
adaptive_delivery,adaptive_delivery,1.0,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
adaptive_delivery,adaptive_delivery,1.0,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
adaptive_delivery,adaptive_delivery,1.0,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.0,Passive,Reactive,88,-477.4631191165308,1.3556611427904537,-480.1576424309696,-474.76859580209197,5.203649788022341e-139,-481.9410416078535,-472.98519662520806,1.8733139236880429e-137,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.0,Projected stochastic MPC,Reactive,88,-60.78044729471501,1.8406080234130193,-64.43885504521002,-57.12203954422,5.374353494937574e-51,-66.8602114817927,-54.70068310763732,3.762047446456302e-50,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.0,Behaviour cloning,Reactive,88,-158.52610642570562,1.928792643485851,-162.35979065736618,-154.69242219404506,2.965181162621395e-84,-164.89715571430955,-152.1550571371017,4.744289860194232e-83,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.0,Model-guided constrained SAC,Reactive,88,-159.36300916468514,1.9235944953257382,-163.18636151401373,-155.53965681535655,1.4958709825629827e-84,-165.71688830374012,-153.00913002563016,2.5429806703570705e-83,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.125,Passive,Reactive,88,-450.32322605120777,1.9540137229234769,-454.20703990922914,-446.4394121931864,5.290916632000632e-123,-456.77758379743756,-443.868868304978,1.8518208212002214e-121,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.125,Projected stochastic MPC,Reactive,88,-40.630864578246936,0.8257351581095822,-42.2721026169048,-38.98962653958907,2.72433336634101e-65,-43.35837362874892,-37.90335552774495,2.451900029706909e-64,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.125,Behaviour cloning,Reactive,88,-122.08577086281635,0.7430352629967547,-123.5626339050614,-120.60890782057129,3.005249111238794e-110,-124.54011156123774,-119.63143016439496,6.611548044725347e-109,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.125,Model-guided constrained SAC,Reactive,88,-122.80697407122334,0.7436050084222633,-124.28496954419454,-121.32897859825214,1.9271189923498733e-110,-125.26319671180173,-120.35075143064495,4.4323736824047085e-109,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.25,Passive,Reactive,88,-426.97058615623973,1.9420664132512906,-430.830653442614,-423.1105188698655,3.1679700515160826e-121,-433.38548040749777,-420.5556919049817,1.0771098175154681e-119,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.25,Projected stochastic MPC,Reactive,88,-27.39706094027247,0.5553911979446856,-28.500961084829004,-26.293160795715938,2.2064816057057658e-65,-29.23158924403429,-25.562532636510653,2.2064816057057657e-64,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.25,Behaviour cloning,Reactive,88,-82.17507522347108,0.41298879724639503,-82.99593517708152,-81.35421526986065,1.8334030740447675e-117,-83.53923014794383,-80.81092029899834,5.286206691871687e-116,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.25,Model-guided constrained SAC,Reactive,88,-82.9533860279085,0.40911675434645156,-83.76654987698434,-82.14022217883264,3.570071564560686e-118,-84.30475109845555,-81.60202095736143,1.0710214693682058e-116,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.375,Passive,Reactive,88,-404.42585621889737,2.032395105239736,-408.46546156153295,-400.3862508762618,1.8228298937488577e-117,-411.1391177159955,-397.71259472179923,5.286206691871687e-116,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.375,Projected stochastic MPC,Reactive,88,-19.358129039605796,0.3084241412133005,-19.97115541692335,-18.745102662288243,3.0957923793151473e-74,-20.376893504568713,-18.33936457464288,3.405371617246662e-73,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.375,Behaviour cloning,Reactive,88,-48.501757525131545,0.22311555003199013,-48.94522384012643,-48.05829121013666,8.450012601678843e-121,-49.238736780578506,-47.764778269684584,2.788504158554018e-119,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.375,Model-guided constrained SAC,Reactive,88,-49.34941798710218,0.2298941114023262,-49.806357426814,-48.892478547390354,2.5244756144983992e-120,-50.108787699471556,-48.5900482747328,8.078321966394877e-119,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.5,Passive,Reactive,88,-379.2311062547613,2.2658541360403652,-383.73473670042796,-374.72747580909464,6.0622011878503916e-111,-386.71551284986873,-371.74669965965387,1.454928285084094e-109,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.5,Projected stochastic MPC,Reactive,88,-14.178843680641505,0.18541051162437175,-14.547367149039772,-13.810320212243237,1.4424947976055468e-81,-14.79127836208517,-13.566408999197838,2.0194927166477656e-80,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.5,Behaviour cloning,Reactive,88,-25.305142546187483,0.13046931776812365,-25.56446444267668,-25.045820649698285,1.686301564041437e-116,-25.73609942325696,-24.874185669118006,4.553014222911879e-115,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.5,Model-guided constrained SAC,Reactive,88,-26.252527142903286,0.13562146143450576,-26.522089482811722,-25.98296480299485,2.001633689396339e-116,-26.70050221078314,-25.804552075023434,5.204247592430481e-115,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.625,Passive,Reactive,88,-344.8005489265254,2.1919634336133993,-349.1573136001158,-340.44378425293496,1.3138437266758313e-108,-352.0408850619483,-337.56021279110246,2.759071826019246e-107,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.625,Projected stochastic MPC,Reactive,88,-8.585499638111822,0.1310552835229119,-8.845986204987964,-8.325013071235679,8.055147812346609e-76,-9.018392035164641,-8.152607241059002,9.66617737481593e-75,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.625,Behaviour cloning,Reactive,88,-11.078557855323394,0.1024775033638921,-11.282242989686038,-10.87487272096075,1.6448445371443454e-94,-11.417054182084826,-10.740061528561963,3.125204620574256e-93,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.625,Model-guided constrained SAC,Reactive,88,-11.950535146919973,0.10606000815580233,-12.161340897475851,-11.739729396364096,4.599912379610019e-96,-12.30086494613009,-11.600205347709856,9.199824759220037e-95,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.75,Passive,Reactive,88,-269.5753779615436,1.4155832815927112,-272.3890030153163,-266.7617529077709,8.269210571485525e-116,-274.2512309567373,-264.89952496634993,2.0673026428713813e-114,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.75,Projected stochastic MPC,Reactive,88,-1.5794647218580133,0.06400265188224172,-1.7066769227828194,-1.4522525209332073,4.726796176459119e-41,-1.790873683376127,-1.3680557603398997,2.3633980882295593e-40,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.75,Behaviour cloning,Reactive,88,-2.0280278304450134,0.06282270723669515,-2.1528947636205142,-1.9031608972695127,3.3339505922065585e-50,-2.235539283581399,-1.820516377308628,2.0003703553239352e-49,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.75,Model-guided constrained SAC,Reactive,88,-2.5306897910154604,0.060082931819878505,-2.6501111238828026,-2.4112684581481183,1.1893188217834288e-59,-2.729151414830277,-2.3322281672006437,9.51455057426743e-59,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.875,Passive,Reactive,88,-138.81893511478194,0.6584789583997771,-140.12773334574948,-137.5101368838144,1.212266162461904e-119,-140.99397550268577,-136.6438947268781,3.7580251036319023e-118,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.875,Projected stochastic MPC,Reactive,88,4.24499050908764,0.05095429956297215,4.143713321293706,4.346267696881574,9.263669156530166e-85,4.076681927510262,4.413299090665018,1.6674604481754297e-83,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.875,Behaviour cloning,Reactive,88,3.973547930401351,0.049854826566281145,3.874456064241024,4.0726397965616785,4.148891824123757e-83,3.808871049036572,4.13822481176613,6.223337736185636e-82,36,True,physical_path
adaptive_delivery,adaptive_delivery,0.875,Model-guided constrained SAC,Reactive,88,3.8510526222483823,0.051302820190454936,3.749082711968959,3.9530225325278057,7.090706958116897e-81,3.681592832373271,4.020512412123494,9.217919045551967e-80,36,True,physical_path
adaptive_delivery,adaptive_delivery,1.0,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
adaptive_delivery,adaptive_delivery,1.0,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
adaptive_delivery,adaptive_delivery,1.0,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
adaptive_delivery,adaptive_delivery,1.0,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.0,Reactive,Passive,88,-0.8522727272727273,0.03804170814840831,-0.9278847414342981,-0.7766607131111565,6.8602657192621e-38,-0.977929364576245,-0.7266160899692096,2.469695658934356e-36,36,True,physical_path
clearance_probability,seed_clearance_probability,0.0,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.0,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.0,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.125,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.125,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.125,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.125,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.25,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.25,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.25,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.25,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.375,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.375,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.375,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.375,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.5,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.5,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.5,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.5,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.625,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.625,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.625,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.625,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.75,Reactive,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.75,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.75,Behaviour cloning,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.75,Model-guided constrained SAC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.875,Reactive,Passive,88,0.011363636363636364,0.011363636363636366,-0.011222821381693986,0.03395009410896671,0.32008377313169445,-0.026171910868468293,0.048899183595741025,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.875,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.875,Behaviour cloning,Passive,88,0.011363636363636364,0.011363636363636366,-0.011222821381693986,0.03395009410896671,0.32008377313169445,-0.026171910868468293,0.048899183595741025,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.875,Model-guided constrained SAC,Passive,88,0.011363636363636364,0.011363636363636366,-0.011222821381693986,0.03395009410896671,0.32008377313169445,-0.026171910868468293,0.048899183595741025,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,1.0,Reactive,Passive,88,0.5227272727272727,0.05355022039453452,0.41629041119017596,0.6291641342643695,1.241062472598651e-15,0.34584403195931024,0.6996105134952352,4.219612406835414e-14,36,True,physical_path
clearance_probability,seed_clearance_probability,1.0,Projected stochastic MPC,Passive,88,0.5568181818181818,0.053258391407771624,0.45096136199198267,0.6626750016443809,4.792777706716703e-17,0.3808988895932569,0.7327374740431066,1.6774721973508461e-15,36,True,physical_path
clearance_probability,seed_clearance_probability,1.0,Behaviour cloning,Passive,88,0.16666666666666669,0.03732616739705694,0.09247686722829636,0.24085646610503703,2.389975938044723e-05,0.04337355216600723,0.2899597811673261,0.0007886920595547586,36,True,physical_path
clearance_probability,seed_clearance_probability,1.0,Model-guided constrained SAC,Passive,88,0.04924242424242425,0.016640324643813337,0.01616797717205016,0.08231687131279833,0.003972471331929734,-0.0057227006206118786,0.10420754910546037,0.12711908262175148,36,True,physical_path
clearance_probability,seed_clearance_probability,0.0,Passive,Reactive,88,0.8522727272727273,0.03804170814840831,0.7766607131111565,0.9278847414342981,6.8602657192621e-38,0.7266160899692096,0.977929364576245,2.469695658934356e-36,36,True,physical_path
clearance_probability,seed_clearance_probability,0.0,Projected stochastic MPC,Reactive,88,0.8522727272727273,0.03804170814840831,0.7766607131111565,0.9278847414342981,6.8602657192621e-38,0.7266160899692096,0.977929364576245,2.469695658934356e-36,36,True,physical_path
clearance_probability,seed_clearance_probability,0.0,Behaviour cloning,Reactive,88,0.8522727272727273,0.03804170814840831,0.7766607131111565,0.9278847414342981,6.8602657192621e-38,0.7266160899692096,0.977929364576245,2.469695658934356e-36,36,True,physical_path
clearance_probability,seed_clearance_probability,0.0,Model-guided constrained SAC,Reactive,88,0.8522727272727273,0.03804170814840831,0.7766607131111565,0.9278847414342981,6.8602657192621e-38,0.7266160899692096,0.977929364576245,2.469695658934356e-36,36,True,physical_path
clearance_probability,seed_clearance_probability,0.125,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.125,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.125,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.125,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.25,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.25,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.25,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.25,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.375,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.375,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.375,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.375,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.5,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.5,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.5,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.5,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.625,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.625,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.625,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.625,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.75,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.75,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.75,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.75,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.875,Passive,Reactive,88,-0.011363636363636364,0.011363636363636366,-0.03395009410896671,0.011222821381693986,0.32008377313169445,-0.048899183595741025,0.026171910868468293,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.875,Projected stochastic MPC,Reactive,88,-0.011363636363636364,0.011363636363636366,-0.03395009410896671,0.011222821381693986,0.32008377313169445,-0.048899183595741025,0.026171910868468293,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.875,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,0.875,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
clearance_probability,seed_clearance_probability,1.0,Passive,Reactive,88,-0.5227272727272727,0.05355022039453452,-0.6291641342643695,-0.41629041119017596,1.241062472598651e-15,-0.6996105134952352,-0.34584403195931024,3.9713999123156833e-14,36,True,physical_path
clearance_probability,seed_clearance_probability,1.0,Projected stochastic MPC,Reactive,88,0.03409090909090909,0.019454845748129168,-0.00457770343511036,0.07275952161692853,0.08324391013942867,-0.030170939678645634,0.09835275786046381,1.0,36,True,physical_path
