warning_scenario,base_path_id,base_physical_path_sha256,total_blocked,peak_blocked,mean_serviceability,minimum_serviceability,recovery_rate,weeks
GH,test_067_4d46fa716471,b2be1c4651c379ec66a4cbbceabbb946a1f8949b548124874b8ecbdce94c77f3,1673.8686925360905,104.68596874809842,0.3440351037310485,0.0,0.01879884548556721,29
GH,test_068_93da1d4ae1ba,1e5fab7a4bc73a2c903c60a4ba54bd432fc478ccc1813a3002391fd1bcefe179,1778.0815927418948,109.81809813011913,0.33591491402893225,0.0,0.019221346994047844,29
GH,test_069_5b01ea54b2fa,ab74b72396ecc5ee23369a0401781e1eedea17a51518978cc28be65bd8c7c6de,1674.22122790164,109.93214942919768,0.34059898743928335,0.0,0.019645529620864778,29
GH,test_070_0cd9bcac96c3,af1c089b1585069ce3aa8660e2ccbc7790157d41b7564bd42a816925e624afb1,1762.7742236919958,114.10726318724666,0.33930383446741336,0.0,0.019042210937369127,29
GH,test_071_34f77888383f,9ea4b08354972ecc8e92b86fbc35f8c0031316e3afe68c72a63a6e70a1bbc8a8,1579.2693161068628,91.89406393476436,0.34518365935649126,0.0,0.01770150444330456,29
GH,test_072_8e59fac0e6c8,a92a7392849d15eefcaf1837db77746f72e76c3458114a652198fbbac7696f85,1674.4676544985707,105.86064795049279,0.33578392548581915,0.0,0.017817143905980177,29
GH,test_073_69349232969b,2f362bb368dcdc730f872c8fef400b9c0f1ea176fcef502da962a890dc828cd3,1716.0227313542607,109.35176437173584,0.3441512389716597,0.0,0.017668329179515156,29
GH,test_074_212affc962e2,5e264f6232f1c29e769f71e598177184ad84a0bf9ff8df6be008bd7148f26ae7,1707.9131640322953,122.22626972420231,0.348533879530239,0.0,0.01861698717582727,29
GH,test_075_8de4e41c7ad9,166abe46fe8875dd98f46b7b2978bf6ca11460aaf2ee4dda761e02f6149bab0d,1616.6576055295939,112.52566473722177,0.34546199551507945,0.0,0.017700434597943623,29
GH,test_076_48339f21c8ec,387a6bfe5e45be691df244ec9fae6a75828f663e05409a99728fee303e05e519,1792.611753914221,114.92515947961243,0.33559346863751666,0.0,0.018248015406071762,29
GH,test_077_b1f2e84dc844,327faba7b538b224eb0dff4c274be7b98e160c294f315741e33a3e501ab91753,1691.0624491836222,112.61754969855849,0.34585007553319297,0.0,0.019775796862516515,29
GH,test_078_367d379a9297,f9d9eb992e504e9775b1d536a7a14d78c484ed66383cb9fe11fbb7eaa3b15364,1694.2942730467962,106.0819956547385,0.33905642294343386,0.0,0.024852284831361322,29
GH,test_079_bce06ca59758,354b6f6d5badf8b78b4e947bce85d66a812832394cae0b2d8d8905466cdff072,1575.4346370549517,111.34015459729297,0.34247417201337077,0.0,0.018697369484462857,29
GH,test_080_e669407a98d7,121d71da3287fd0210c7b9434b794a18b7c744d477b29a53f3d620911cf9f336,1749.6011366676832,109.22471578306627,0.3414570622023188,0.0,0.018310291365490165,29
GH,test_081_fbbd80304765,0b82e11f5cd1fea6f347b45e70d47396c0c136e422733b8ac33c145a65f3ca6e,1656.414432122341,98.9258982969414,0.3381549064590399,0.0,0.017966333173569136,29
GH,test_082_2cf496ac3a99,2a7046d4a4e1fe03445d9dae89497a78aa0ff11fe474d9f7fdbf7d09c4f5ff24,1753.0407731476944,119.48161775899197,0.33806896523781416,0.0,0.0202909447455824,29
GH,test_083_4cbdde5f376f,21703e1831e6b1210ccf39ad402121126a8f354e5dd13cff5081d7a07b4a2274,1706.2538656131455,124.94857852187965,0.3409876617254598,0.0,0.020200785821927088,29
GH,test_084_513eb18f351c,341db6669dc186ed38f4ff6debc2545e4eb1d075fadf4fe32c2aabeb61a2d25b,1709.912746563442,125.53494686754682,0.34189014285306546,0.0,0.01666791965768679,29
GH,test_085_650c50514b66,e94f854176fa26c2ed212d69844def725d10578665dd847cab94c351dbec1cda,1773.1974554977362,111.10864687150078,0.3392773359178359,0.0,0.019790692318513152,29
