controller_id,information_regime,capacity_rights,policy,seed_index,training_seed,episode,training_loss,mean_formal_reward,mean_constraint_violation,constraint_dual,update_method,critic_loss_q1,critic_loss_q2,constraint_critic_loss,latent_policy_entropy,mean_log_standard_deviation,entropy_temperature,entropy_temperature_loss,target_entropy,period_update_count,reward_critic_q1_update_count,reward_critic_q2_update_count,constraint_critic_update_count,actor_update_count,entropy_temperature_update_count,constraint_dual_update_count,mean_projection_distance,projected_action_fraction
IF_RD,IF,RD,Behaviour cloning,0,2600895723,6,0.0293658250377882,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,7,0.0286732688125333,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,8,0.0279473313287445,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,9,0.0271933387656381,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,10,0.0264199613410223,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,11,0.0256387838782283,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,0,2600895723,12,0.0248631135024791,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Constrained SAC,0,757737466,1,19309.238666157413,-112645.61963011997,19.896461512176398,41.78076917557043,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,4778668994.065306,4778668900.278676,421.1978881645023,-2.615107265694843,-1.48859186267031,0.0299885739109629,1.2171584903567128,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.1556265899777913,0.5714285714285714
IF_RD,IF,RD,Constrained SAC,0,757737466,2,33038.68879380518,-134004.22497556038,5.314758944587007,52.93966295920311,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,5834487212.845571,5834487211.961882,15.750317449503912,-2.447040411671949,-1.4786364442123905,0.021410394405147,0.8022378940655922,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0661948366835069,1.0
IF_RD,IF,RD,Constrained SAC,0,757737466,3,84829.10380168987,-275120.3150505584,13.147036916353604,80.54634048354563,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,20367765807.679382,20367765769.49725,131.84170365412783,-2.6501381376678914,-1.47188412121825,0.0166798380675431,0.5944662744480238,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0750683741543378,0.8095238095238095
IF_RD,IF,RD,Constrained SAC,0,757737466,4,136812.49298125278,-270597.22665363125,20.117225967140723,122.79041501454114,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,8341016128.595112,8341016085.708665,157.36550979336977,-2.161326252960682,-1.466917313397156,0.0136257902632738,0.4815151163358653,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0338098085721491,0.6190476190476191
IF_RD,IF,RD,Constrained SAC,0,757737466,5,107220.85346460163,-134703.52979590956,5.319995527306511,133.9603056218848,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,148312623.9082907,148312628.96930993,4.03391535934886,-0.8374918872589887,-1.46280430137018,0.0114446075436144,0.415346851585453,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.05963256487328,1.0
IF_RD,IF,RD,Constrained SAC,0,757737466,6,147810.03447613152,-275143.0884268794,13.147218950142395,161.56736541718385,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,7395782868.408116,7395782879.111598,54.72487565420592,0.2803621468948206,-1.459576628031058,0.0098204419827056,0.3644107914284926,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0636747887273385,0.9523809523809524
IF_RD,IF,RD,Constrained SAC,0,757737466,7,187011.8626365893,-270607.0593150659,20.11541959285656,203.80764656218255,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,4024014008.3971457,4024014018.9014063,71.6255125391178,-2.0787028162226835,-1.4561257190006538,0.0086748520837241,0.2953282260849242,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0307607637931058,0.6190476190476191
IF_RD,IF,RD,Constrained SAC,0,757737466,8,138685.30329040135,-134716.30632644126,5.32082847673344,214.9792863633228,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,1054532929.7663432,1054532930.666577,3.813126493965126,-1.3584152454615517,-1.4533089740435032,0.0077505837276565,0.2682383680798488,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.054938024563163,1.0
IF_RD,IF,RD,Constrained SAC,0,757737466,9,172784.23548055108,-275150.5257669736,13.146777374505492,242.58541884978436,reparameterised_latent_gaussian_projected_twin_reward_critics_constraint_critic_auto_entropy_dual,4334561115.885216,4334561131.1736765,28.662309143147723,0.7587487955118477,-1.4509654498964106,0.0069609055022597,0.2558537939122834,-34.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0549941898041905,1.0
IF_RD,IF,RD,Behaviour cloning,1,3147283006,1,0.0322289062461851,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,1,3147283006,2,0.0317898251623185,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,1,3147283006,3,0.0313312151409149,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,1,3147283006,4,0.0308493651243438,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,1,3147283006,5,0.0303404225070075,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,1,3147283006,6,0.0298005629826137,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
IF_RD,IF,RD,Behaviour cloning,1,3147283006,7,0.0292262792372233,,0.0,0.0,projected_action_mse_on_formal_mpc_teacher,,,,,,,,,,,,,,,,,
